time,wx (rad/s),wy (rad/s),wz (rad/s)
0.001509,-0.00,0.00,0.00
0.012278,-0.00,0.00,0.00
0.029936,-0.00,-0.00,-0.00
0.032395,-0.00,-0.00,-0.00
0.046813,-0.00,-0.00,0.00
0.053505,-0.00,-0.00,0.00
0.063138,-0.00,0.00,-0.00
0.077736,-0.00,0.00,-0.00
0.083934,0.00,-0.00,-0.00
0.093551,0.00,-0.00,-0.00
0.103473,-0.00,0.00,0.00
0.113393,-0.00,0.00,0.00
0.123698,-0.00,0.00,-0.00
0.134077,-0.00,0.00,-0.00
0.144718,-0.00,-0.00,0.00
0.154507,-0.00,-0.00,0.00
0.163842,0.00,-0.00,-0.00
0.177940,0.00,-0.00,-0.00
0.184053,0.00,0.00,0.00
0.194688,0.00,0.00,0.00
0.204194,0.00,-0.00,0.00
0.215029,0.00,-0.00,0.00
0.228612,-0.00,-0.00,-0.00
0.234971,-0.00,-0.00,-0.00
0.245343,-0.00,-0.00,-0.00
0.259917,-0.00,-0.00,-0.00
0.265666,0.00,0.00,0.00
0.275573,0.00,0.00,0.00
0.286124,0.00,-0.00,0.00
0.295971,0.00,-0.00,0.00
0.305673,-0.00,0.00,-0.00
0.316715,-0.00,0.00,-0.00
0.325906,-0.00,-0.00,-0.00
0.343070,-0.00,-0.00,-0.00
0.346221,-0.00,0.00,-0.00
0.356356,-0.00,0.00,-0.00
0.367138,0.00,0.00,-0.00
0.377567,0.00,0.00,-0.00
0.388513,-0.00,-0.00,-0.00
0.397182,-0.00,-0.00,-0.00
0.407207,0.00,-0.00,0.00
0.417389,0.00,-0.00,0.00
0.430008,-0.00,-0.00,-0.00
0.437449,-0.00,-0.00,-0.00
0.448123,-0.00,-0.00,-0.00
0.462315,-0.00,-0.00,-0.00
0.470179,0.00,0.00,0.00
0.478790,0.00,0.00,0.00
0.488494,-0.00,-0.00,0.00
0.498337,-0.00,-0.00,0.00
0.508197,0.00,0.00,-0.00
0.530248,0.00,0.00,-0.00
0.531267,0.00,0.00,0.00
0.539007,0.00,0.00,0.00
0.549383,0.00,-0.00,0.00
0.560974,0.00,-0.00,0.00
0.569313,0.00,0.00,-0.00
0.579521,0.00,0.00,-0.00
0.589930,-0.00,0.00,-0.00
0.600239,-0.00,0.00,-0.00
0.610761,-0.00,0.00,-0.00
0.629848,-0.00,0.00,-0.00
0.630865,0.00,0.00,-0.00
0.640861,0.00,0.00,-0.00
0.651196,-0.00,-0.00,-0.00
0.660500,-0.00,-0.00,-0.00
0.671046,0.00,0.00,0.00
0.681008,0.00,0.00,0.00
0.691031,-0.00,-0.00,0.00
0.702538,-0.00,-0.00,0.00
0.711832,-0.00,0.00,-0.00
0.721088,-0.00,0.00,-0.00
0.731994,0.00,0.00,0.00
0.746037,0.00,0.00,0.00
0.752230,-0.00,0.00,0.00
0.762138,-0.00,0.00,0.00
0.779768,-0.00,-0.00,0.00
0.782083,-0.00,-0.00,0.00
0.792368,-0.00,0.00,-0.00
