time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.937304,0.0100,0.6193,0.1435,0.636
0.947038,0.0097,0.6165,0.1428,0.633
0.956831,0.0094,0.6171,0.1429,0.634
0.967095,0.0092,0.6198,0.1436,0.636
0.977266,0.0091,0.6233,0.1446,0.640
0.987200,0.0089,0.6259,0.1456,0.643
0.997476,0.0089,0.6302,0.1469,0.647
1.007935,0.0089,0.6368,0.1489,0.654
1.017686,0.0091,0.6452,0.1513,0.663
1.027847,0.0094,0.6547,0.1538,0.673
1.037856,0.0097,0.6631,0.1561,0.681
1.048289,0.0101,0.6709,0.1581,0.689
1.058603,0.0107,0.6773,0.1597,0.696
1.068112,0.0114,0.6840,0.1614,0.703
1.079045,0.0121,0.6893,0.1627,0.708
1.089128,0.0129,0.6939,0.1640,0.713
1.103132,0.0138,0.6982,0.1652,0.718
1.108809,0.0147,0.7023,0.1662,0.722
1.118914,0.0156,0.7060,0.1673,0.726
1.129699,0.0163,0.7094,0.1682,0.729
1.139384,0.0169,0.7135,0.1694,0.734
1.149513,0.0175,0.7182,0.1709,0.738
1.159935,0.0179,0.7216,0.1720,0.742
1.169659,0.0182,0.7264,0.1733,0.747
1.180120,0.0185,0.7318,0.1746,0.753
1.190269,0.0189,0.7391,0.1764,0.760
1.204098,0.0190,0.7460,0.1780,0.767
1.210064,0.0189,0.7514,0.1793,0.773
1.220079,0.0185,0.7563,0.1805,0.778
1.230482,0.0181,0.7602,0.1814,0.782
1.240696,0.0176,0.7625,0.1816,0.784
1.250825,0.0171,0.7645,0.1817,0.786
1.260893,0.0165,0.7673,0.1818,0.789
1.270951,0.0159,0.7696,0.1817,0.791
1.282334,0.0153,0.7722,0.1816,0.793
1.291612,0.0146,0.7752,0.1814,0.796
1.301466,0.0138,0.7793,0.1815,0.800
1.312639,0.0130,0.7845,0.1817,0.805
1.322812,0.0121,0.7906,0.1821,0.811
1.332755,0.0113,0.7981,0.1829,0.819
1.342173,0.0105,0.8064,0.1840,0.827
1.352358,0.0096,0.8144,0.1852,0.835
1.362612,0.0088,0.8227,0.1866,0.844
1.372636,0.0079,0.8298,0.1878,0.851
1.382771,0.0071,0.8349,0.1887,0.856
1.392982,0.0063,0.8394,0.1894,0.860
1.402756,0.0058,0.8425,0.1898,0.864
1.413031,0.0054,0.8443,0.1899,0.865
1.422925,0.0052,0.8438,0.1896,0.865
1.433353,0.0052,0.8426,0.1895,0.864
1.443622,0.0052,0.8402,0.1893,0.861
1.453600,0.0053,0.8361,0.1890,0.857
1.463899,0.0054,0.8304,0.1884,0.852
1.473605,0.0055,0.8250,0.1880,0.846
1.483958,0.0059,0.8210,0.1877,0.842
1.494720,0.0064,0.8170,0.1873,0.838
1.503922,0.0068,0.8132,0.1869,0.834
1.516502,0.0072,0.8097,0.1866,0.831
1.524704,0.0076,0.8057,0.1863,0.827
1.534362,0.0080,0.8029,0.1860,0.824
1.544889,0.0082,0.7995,0.1855,0.821
1.554340,0.0083,0.7970,0.1852,0.818
1.566281,0.0084,0.7962,0.1852,0.818
1.575458,0.0084,0.7960,0.1853,0.817
1.585344,0.0084,0.7976,0.1860,0.819
1.595618,0.0082,0.7987,0.1864,0.820
1.605499,0.0080,0.7998,0.1869,0.821
1.615471,0.0076,0.8019,0.1875,0.824
1.625750,0.0071,0.8058,0.1887,0.828
1.636477,0.0066,0.8105,0.1899,0.832
1.646279,0.0059,0.8145,0.1909,0.837
1.656143,0.0053,0.8182,0.1919,0.840
1.665789,0.0049,0.8209,0.1926,0.843
1.676405,0.0046,0.8209,0.1928,0.843
1.686801,0.0043,0.8197,0.1929,0.842
1.696827,0.0039,0.8177,0.1929,0.840
1.706608,0.0036,0.8154,0.1929,0.838
1.717142,0.0035,0.8107,0.1924,0.833
1.727451,0.0032,0.8057,0.1920,0.828
1.737447,0.0029,0.7984,0.1910,0.821
1.748693,0.0028,0.7908,0.1896,0.813
1.758005,0.0029,0.7829,0.1881,0.805
1.767948,0.0031,0.7735,0.1861,0.796
1.777916,0.0035,0.7624,0.1836,0.784
1.788212,0.0040,0.7507,0.1809,0.772
1.804136,0.0045,0.7389,0.1783,0.760
1.807921,0.0050,0.7274,0.1757,0.748
1.818254,0.0056,0.7136,0.1725,0.734
1.828745,0.0063,0.6987,0.1692,0.719
1.838311,0.0071,0.6833,0.1657,0.703
1.849634,0.0079,0.6696,0.1626,0.689
1.859318,0.0086,0.6582,0.1601,0.677
1.869005,0.0093,0.6482,0.1579,0.667
1.879003,0.0099,0.6398,0.1560,0.659
1.889171,0.0103,0.6327,0.1545,0.651
1.903259,0.0107,0.6270,0.1535,0.646
1.909224,0.0110,0.6207,0.1525,0.639
1.919291,0.0114,0.6160,0.1518,0.635
1.929480,0.0119,0.6119,0.1513,0.630
1.939941,0.0124,0.6106,0.1514,0.629
1.950064,0.0129,0.6121,0.1524,0.631
1.960573,0.0133,0.6152,0.1539,0.634
1.970441,0.0136,0.6199,0.1558,0.639
1.982399,0.0138,0.6265,0.1581,0.646
1.991471,0.0139,0.6338,0.1605,0.654
2.000872,0.0139,0.6422,0.1630,0.663
2.010984,0.0139,0.6503,0.1655,0.671
2.020890,0.0137,0.6611,0.1687,0.682
2.032204,0.0135,0.6719,0.1717,0.694
2.041298,0.0131,0.6839,0.1749,0.706
2.051599,0.0126,0.6963,0.1780,0.719
2.061673,0.0120,0.7086,0.1811,0.731
2.071552,0.0113,0.7209,0.1841,0.744
2.081663,0.0105,0.7338,0.1872,0.757
2.091856,0.0096,0.7463,0.1901,0.770
2.102264,0.0087,0.7594,0.1932,0.784
2.112894,0.0078,0.7729,0.1964,0.797
2.122811,0.0068,0.7869,0.1998,0.812
2.132782,0.0059,0.8021,0.2035,0.827
2.142304,0.0049,0.8145,0.2063,0.840
2.153098,0.0038,0.8239,0.2082,0.850
2.163243,0.0029,0.8323,0.2097,0.858
2.173108,0.0019,0.8378,0.2106,0.864
2.182949,0.0008,0.8406,0.2109,0.867
2.193268,-0.0003,0.8401,0.2103,0.866
2.203240,-0.0014,0.8369,0.2092,0.863
2.213569,-0.0026,0.8324,0.2075,0.858
2.224298,-0.0036,0.8259,0.2052,0.851
2.233614,-0.0046,0.8187,0.2028,0.843
2.243740,-0.0055,0.8106,0.2002,0.835
2.253878,-0.0064,0.8019,0.1975,0.826
2.265628,-0.0070,0.7920,0.1946,0.816
2.274187,-0.0076,0.7823,0.1915,0.805
2.284614,-0.0081,0.7716,0.1882,0.794
2.294553,-0.0084,0.7597,0.1846,0.782
2.304724,-0.0087,0.7461,0.1803,0.768
2.315813,-0.0089,0.7328,0.1760,0.754
2.325637,-0.0089,0.7180,0.1712,0.738
2.335339,-0.0089,0.7025,0.1663,0.722
2.345272,-0.0087,0.6880,0.1619,0.707
2.355297,-0.0084,0.6752,0.1580,0.693
2.365499,-0.0080,0.6615,0.1541,0.679
2.375836,-0.0074,0.6491,0.1507,0.666
2.385858,-0.0065,0.6403,0.1482,0.657
2.395897,-0.0056,0.6359,0.1467,0.653
2.406185,-0.0047,0.6338,0.1460,0.650
2.415897,-0.0036,0.6342,0.1461,0.651
2.426072,-0.0025,0.6371,0.1470,0.654
2.436600,-0.0013,0.6420,0.1484,0.659
2.447175,-0.0001,0.6471,0.1499,0.664
2.456546,0.0011,0.6555,0.1521,0.673
2.466774,0.0021,0.6651,0.1546,0.683
2.477028,0.0031,0.6752,0.1573,0.693
2.487285,0.0040,0.6852,0.1599,0.704
2.503019,0.0048,0.6961,0.1627,0.715
2.506812,0.0056,0.7077,0.1656,0.727
2.517152,0.0064,0.7189,0.1684,0.738
2.527798,0.0070,0.7313,0.1714,0.751
2.537825,0.0077,0.7428,0.1741,0.763
2.549260,0.0084,0.7544,0.1767,0.775
2.557875,0.0091,0.7653,0.1792,0.786
2.567815,0.0096,0.7763,0.1816,0.797
2.578059,0.0101,0.7860,0.1835,0.807
2.588561,0.0104,0.7927,0.1849,0.814
2.602956,0.0106,0.7959,0.1854,0.817
2.609331,0.0108,0.7963,0.1852,0.818
2.618437,0.0109,0.7953,0.1846,0.817
2.629015,0.0111,0.7928,0.1837,0.814
2.638748,0.0112,0.7882,0.1824,0.809
2.649566,0.0114,0.7848,0.1815,0.806
2.659378,0.0116,0.7797,0.1803,0.800
2.668835,0.0119,0.7759,0.1794,0.796
2.679849,0.0121,0.7734,0.1790,0.794
2.689660,0.0123,0.7716,0.1788,0.792
2.702926,0.0125,0.7717,0.1791,0.792
2.709990,0.0126,0.7725,0.1798,0.793
2.719810,0.0128,0.7728,0.1803,0.794
2.730267,0.0128,0.7719,0.1804,0.793
2.740671,0.0126,0.7717,0.1806,0.793
2.750264,0.0123,0.7710,0.1806,0.792
2.761163,0.0118,0.7698,0.1802,0.791
2.770440,0.0112,0.7673,0.1795,0.788
2.782635,0.0108,0.7655,0.1789,0.786
2.790721,0.0104,0.7633,0.1782,0.784
2.801245,0.0100,0.7605,0.1772,0.781
2.812046,0.0098,0.7583,0.1762,0.779
2.821337,0.0096,0.7547,0.1748,0.775
2.831890,0.0093,0.7518,0.1734,0.772
2.841461,0.0092,0.7485,0.1717,0.768
2.852048,0.0091,0.7432,0.1697,0.762
2.861733,0.0090,0.7369,0.1674,0.756
2.871707,0.0088,0.7278,0.1644,0.746
2.882543,0.0088,0.7161,0.1609,0.734
2.892720,0.0089,0.7059,0.1578,0.723
2.902485,0.0091,0.6964,0.1549,0.714
2.912980,0.0094,0.6888,0.1526,0.706
2.923073,0.0096,0.6831,0.1508,0.700
2.932917,0.0098,0.6801,0.1500,0.697
2.942873,0.0100,0.6789,0.1498,0.695
2.952922,0.0102,0.6785,0.1500,0.695
2.963301,0.0105,0.6789,0.1505,0.695
2.973603,0.0107,0.6815,0.1515,0.698
2.983882,0.0109,0.6850,0.1527,0.702
2.993794,0.0108,0.6910,0.1545,0.708
3.004541,0.0108,0.6987,0.1566,0.716
3.014972,0.0106,0.7079,0.1592,0.726
3.024311,0.0103,0.7186,0.1623,0.737
3.034309,0.0099,0.7306,0.1658,0.749
3.044797,0.0094,0.7448,0.1698,0.764
3.054086,0.0087,0.7588,0.1739,0.778
3.065077,0.0080,0.7707,0.1775,0.791
3.074656,0.0073,0.7828,0.1812,0.804
3.084705,0.0064,0.7947,0.1850,0.816
3.095284,0.0055,0.8043,0.1882,0.826
3.105216,0.0046,0.8106,0.1903,0.833
3.115363,0.0037,0.8123,0.1912,0.835
3.125155,0.0030,0.8122,0.1914,0.834
3.135816,0.0025,0.8092,0.1908,0.831
3.145831,0.0019,0.8026,0.1891,0.825
3.156311,0.0014,0.7951,0.1870,0.817
3.165270,0.0010,0.7864,0.1847,0.808
3.175721,0.0007,0.7753,0.1818,0.796
3.186233,0.0004,0.7638,0.1788,0.784
3.202425,0.0003,0.7531,0.1760,0.773
3.206448,0.0003,0.7431,0.1734,0.763
3.217028,0.0005,0.7337,0.1708,0.753
3.226185,0.0008,0.7259,0.1688,0.745
3.236473,0.0011,0.7185,0.1668,0.738
3.248018,0.0014,0.7113,0.1650,0.730
3.257324,0.0017,0.7054,0.1634,0.724
3.266900,0.0018,0.7030,0.1627,0.722
3.277376,0.0018,0.7029,0.1624,0.721
3.287145,0.0021,0.7036,0.1622,0.722
3.302914,0.0024,0.7064,0.1626,0.725
3.307456,0.0027,0.7097,0.1633,0.728
3.317720,0.0031,0.7152,0.1647,0.734
3.328798,0.0035,0.7203,0.1661,0.739
3.337997,0.0040,0.7240,0.1672,0.743
3.349642,0.0046,0.7283,0.1686,0.748
3.358464,0.0054,0.7307,0.1695,0.750
3.368136,0.0061,0.7333,0.1703,0.753
3.379044,0.0068,0.7363,0.1711,0.756
3.388702,0.0075,0.7381,0.1716,0.758
3.402225,0.0082,0.7366,0.1714,0.756
3.409311,0.0087,0.7343,0.1709,0.754
3.418888,0.0091,0.7303,0.1700,0.750
3.429936,0.0093,0.7248,0.1686,0.744
3.439856,0.0096,0.7169,0.1666,0.736
3.449822,0.0101,0.7108,0.1649,0.730
3.459521,0.0107,0.7066,0.1637,0.725
3.469469,0.0113,0.7028,0.1627,0.721
3.481485,0.0121,0.6985,0.1616,0.717
3.490546,0.0126,0.6943,0.1606,0.713
3.500144,0.0128,0.6893,0.1594,0.708
3.510951,0.0131,0.6864,0.1586,0.705
3.520465,0.0135,0.6839,0.1580,0.702
3.531549,0.0138,0.6839,0.1579,0.702
3.540901,0.0141,0.6861,0.1585,0.704
3.550983,0.0143,0.6890,0.1591,0.707
3.560942,0.0144,0.6935,0.1601,0.712
3.570647,0.0144,0.6993,0.1616,0.718
3.581285,0.0145,0.7070,0.1638,0.726
3.591854,0.0144,0.7164,0.1663,0.736
3.601596,0.0143,0.7261,0.1689,0.746
3.611843,0.0142,0.7357,0.1715,0.756
3.621633,0.0139,0.7453,0.1740,0.765
3.631975,0.0138,0.7540,0.1764,0.774
3.642013,0.0136,0.7616,0.1784,0.782
3.652525,0.0134,0.7656,0.1794,0.786
3.662407,0.0132,0.7662,0.1795,0.787
3.672400,0.0130,0.7650,0.1790,0.786
3.682619,0.0128,0.7613,0.1779,0.782
3.693343,0.0126,0.7588,0.1770,0.779
3.702827,0.0124,0.7576,0.1763,0.778
3.713004,0.0121,0.7545,0.1750,0.775
3.723127,0.0116,0.7517,0.1736,0.772
3.733100,0.0110,0.7479,0.1720,0.768
3.743371,0.0103,0.7440,0.1703,0.763
3.753637,0.0097,0.7417,0.1691,0.761
3.764909,0.0092,0.7408,0.1682,0.760
3.773924,0.0088,0.7407,0.1676,0.759
3.784121,0.0086,0.7396,0.1668,0.758
3.794475,0.0086,0.7392,0.1661,0.758
3.804890,0.0087,0.7397,0.1656,0.758
3.814405,0.0089,0.7411,0.1654,0.759
3.824737,0.0092,0.7422,0.1651,0.760
3.834796,0.0095,0.7428,0.1646,0.761
3.845057,0.0097,0.7443,0.1644,0.762
3.854773,0.0100,0.7461,0.1643,0.764
3.864490,0.0102,0.7478,0.1643,0.766
3.875066,0.0103,0.7478,0.1639,0.766
3.885063,0.0104,0.7485,0.1636,0.766
3.895167,0.0103,0.7461,0.1627,0.764
3.905477,0.0103,0.7418,0.1614,0.759
3.915206,0.0103,0.7388,0.1605,0.756
3.925821,0.0103,0.7372,0.1600,0.754
3.935577,0.0103,0.7366,0.1596,0.754
3.946196,0.0104,0.7368,0.1594,0.754
3.956324,0.0105,0.7369,0.1591,0.754
3.965954,0.0106,0.7362,0.1586,0.753
3.976464,0.0105,0.7336,0.1576,0.750
3.985969,0.0103,0.7320,0.1567,0.749
4.001588,0.0100,0.7304,0.1558,0.747
4.007545,0.0096,0.7280,0.1547,0.744
4.016608,0.0090,0.7255,0.1537,0.742
4.026936,0.0085,0.7249,0.1531,0.741
4.036860,0.0078,0.7247,0.1527,0.741
4.048965,0.0072,0.7251,0.1526,0.741
4.057552,0.0064,0.7247,0.1524,0.741
4.068155,0.0056,0.7260,0.1524,0.742
4.077873,0.0049,0.7304,0.1534,0.746
4.087766,0.0042,0.7361,0.1547,0.752
4.102477,0.0036,0.7433,0.1564,0.760
4.107683,0.0032,0.7504,0.1579,0.767
4.117940,0.0027,0.7575,0.1595,0.774
4.128807,0.0024,0.7621,0.1604,0.779
4.138288,0.0021,0.7659,0.1612,0.783
4.148436,0.0018,0.7674,0.1616,0.784
4.158716,0.0015,0.7665,0.1615,0.783
4.168539,0.0011,0.7649,0.1612,0.782
4.179526,0.0008,0.7625,0.1608,0.779
4.188776,0.0006,0.7598,0.1603,0.777
4.202384,0.0005,0.7578,0.1600,0.774
4.209551,0.0004,0.7559,0.1597,0.773
4.219644,0.0003,0.7537,0.1592,0.770
4.231153,0.0002,0.7524,0.1590,0.769
4.239446,0.0002,0.7526,0.1590,0.769
4.249745,0.0001,0.7537,0.1591,0.770
4.260487,-0.0000,0.7558,0.1594,0.772
4.269885,-0.0001,0.7573,0.1595,0.774
4.281255,-0.0002,0.7572,0.1592,0.774
4.290949,-0.0004,0.7577,0.1590,0.774
4.300991,-0.0006,0.7592,0.1590,0.776
4.311248,-0.0008,0.7613,0.1593,0.778
4.320949,-0.0009,0.7630,0.1594,0.780
4.331507,-0.0012,0.7660,0.1599,0.782
4.341436,-0.0013,0.7676,0.1602,0.784
4.351274,-0.0015,0.7705,0.1607,0.787
4.361736,-0.0015,0.7747,0.1615,0.791
4.371731,-0.0014,0.7784,0.1622,0.795
4.381504,-0.0014,0.7835,0.1631,0.800
4.392329,-0.0014,0.7886,0.1641,0.805
4.401628,-0.0012,0.7897,0.1643,0.807
4.412223,-0.0008,0.7904,0.1643,0.807
4.422303,-0.0005,0.7904,0.1644,0.807
4.431912,0.0000,0.7880,0.1640,0.805
4.442320,0.0005,0.7828,0.1631,0.800
4.452486,0.0010,0.7760,0.1621,0.793
4.462681,0.0017,0.7693,0.1610,0.786
4.472633,0.0024,0.7624,0.1599,0.779
4.483080,0.0032,0.7554,0.1587,0.772
4.492830,0.0039,0.7470,0.1572,0.763
4.503429,0.0045,0.7371,0.1554,0.753
4.519075,0.0051,0.7257,0.1531,0.742
4.523670,0.0059,0.7134,0.1507,0.729
4.533904,0.0067,0.7012,0.1485,0.717
4.544061,0.0074,0.6887,0.1461,0.704
4.553884,0.0082,0.6765,0.1438,0.692
4.563793,0.0089,0.6630,0.1412,0.678
4.574246,0.0095,0.6496,0.1386,0.664
4.584403,0.0100,0.6358,0.1359,0.650
4.594977,0.0104,0.6207,0.1329,0.635
4.604646,0.0107,0.6095,0.1308,0.624
4.618370,0.0109,0.6014,0.1291,0.615
4.624666,0.0110,0.5948,0.1278,0.609
4.634641,0.0113,0.5909,0.1270,0.605
4.644870,0.0114,0.5900,0.1268,0.604
4.654840,0.0115,0.5914,0.1269,0.605
4.664970,0.0115,0.5939,0.1274,0.608
4.675666,0.0114,0.5984,0.1281,0.612
4.685552,0.0113,0.6037,0.1291,0.617
4.696154,0.0112,0.6101,0.1302,0.624
4.705775,0.0114,0.6175,0.1317,0.632
4.718418,0.0115,0.6263,0.1335,0.640
4.725851,0.0117,0.6365,0.1356,0.651
4.736474,0.0118,0.6463,0.1375,0.661
4.747866,0.0118,0.6568,0.1396,0.672
4.756662,0.0118,0.6682,0.1418,0.683
4.766697,0.0118,0.6785,0.1438,0.694
4.776777,0.0119,0.6907,0.1463,0.706
4.786739,0.0121,0.7038,0.1488,0.719
4.797517,0.0121,0.7171,0.1514,0.733
4.807446,0.0121,0.7303,0.1540,0.746
4.818250,0.0118,0.7414,0.1563,0.758
4.827897,0.0115,0.7510,0.1583,0.768
4.837796,0.0110,0.7581,0.1598,0.775
4.847587,0.0107,0.7634,0.1609,0.780
4.857679,0.0105,0.7680,0.1619,0.785
4.867904,0.0103,0.7733,0.1632,0.790
4.878634,0.0102,0.7790,0.1647,0.796
4.888404,0.0099,0.7866,0.1666,0.804
4.901939,0.0096,0.7963,0.1691,0.814
4.908633,0.0093,0.8076,0.1720,0.826
4.918769,0.0089,0.8170,0.1743,0.835
4.929094,0.0085,0.8242,0.1760,0.843
4.938782,0.0081,0.8297,0.1774,0.848
4.949144,0.0078,0.8346,0.1786,0.854
4.959929,0.0076,0.8376,0.1792,0.857
4.969677,0.0074,0.8420,0.1799,0.861
4.980941,0.0072,0.8456,0.1803,0.865
4.989722,0.0070,0.8472,0.1802,0.866
4.999886,0.0070,0.8469,0.1797,0.866
5.010500,0.0071,0.8430,0.1783,0.862
5.019804,0.0073,0.8379,0.1765,0.856
5.030396,0.0074,0.8316,0.1745,0.850
5.040602,0.0074,0.8252,0.1723,0.843
5.050823,0.0073,0.8177,0.1699,0.835
5.060727,0.0070,0.8095,0.1671,0.827
5.070254,0.0067,0.7978,0.1634,0.814
5.080630,0.0064,0.7844,0.1594,0.800
5.091090,0.0061,0.7688,0.1549,0.784
5.100613,0.0059,0.7504,0.1497,0.765
5.111991,0.0056,0.7285,0.1439,0.743
5.121203,0.0055,0.7083,0.1386,0.722
5.131029,0.0051,0.6880,0.1334,0.701
5.141357,0.0048,0.6689,0.1285,0.681
5.152008,0.0045,0.6494,0.1237,0.661
5.162256,0.0042,0.6316,0.1195,0.643
5.172174,0.0039,0.6144,0.1158,0.625
5.182089,0.0037,0.5965,0.1121,0.607
5.192189,0.0035,0.5794,0.1089,0.590
5.201938,0.0033,0.5666,0.1065,0.577
5.218043,0.0032,0.5573,0.1049,0.567
5.223260,0.0033,0.5501,0.1037,0.560
5.232502,0.0035,0.5454,0.1029,0.555
5.242798,0.0038,0.5427,0.1025,0.552
5.253111,0.0042,0.5435,0.1027,0.553
5.263736,0.0046,0.5454,0.1032,0.555
5.273490,0.0049,0.5502,0.1043,0.560
5.283169,0.0052,0.5563,0.1056,0.566
5.293713,0.0055,0.5630,0.1070,0.573
5.303731,0.0058,0.5703,0.1086,0.581
5.318906,0.0061,0.5796,0.1105,0.590
5.323770,0.0062,0.5888,0.1124,0.599
5.334003,0.0064,0.6000,0.1147,0.611
5.344393,0.0065,0.6120,0.1171,0.623
5.354297,0.0066,0.6251,0.1196,0.637
5.365094,0.0065,0.6372,0.1219,0.649
5.374259,0.0063,0.6501,0.1241,0.662
5.384897,0.0060,0.6637,0.1263,0.676
5.394895,0.0057,0.6772,0.1284,0.689
5.404907,0.0053,0.6877,0.1297,0.700
5.418648,0.0047,0.6964,0.1306,0.709
5.425728,0.0040,0.7035,0.1312,0.716
5.435514,0.0033,0.7104,0.1318,0.723
5.446951,0.0025,0.7164,0.1324,0.729
5.455816,0.0016,0.7204,0.1327,0.733
5.465798,0.0007,0.7243,0.1330,0.736
5.475892,-0.0002,0.7280,0.1333,0.740
5.485843,-0.0011,0.7304,0.1333,0.743
5.496909,-0.0021,0.7334,0.1334,0.745
5.506593,-0.0029,0.7364,0.1335,0.748
5.516532,-0.0038,0.7398,0.1338,0.752
5.527644,-0.0044,0.7440,0.1342,0.756
5.536603,-0.0051,0.7464,0.1342,0.758
5.546734,-0.0055,0.7485,0.1339,0.760
5.557298,-0.0059,0.7492,0.1334,0.761
5.567074,-0.0062,0.7501,0.1328,0.762
5.577125,-0.0064,0.7511,0.1322,0.763
5.587355,-0.0063,0.7519,0.1316,0.763
5.597555,-0.0062,0.7508,0.1307,0.762
5.607945,-0.0060,0.7484,0.1298,0.760
5.618558,-0.0056,0.7457,0.1289,0.757
5.628507,-0.0051,0.7426,0.1281,0.754
5.637983,-0.0045,0.7376,0.1270,0.748
5.648321,-0.0039,0.7333,0.1260,0.744
5.658357,-0.0031,0.7293,0.1250,0.740
5.668105,-0.0022,0.7255,0.1241,0.736
5.678415,-0.0011,0.7213,0.1233,0.732
5.688236,-0.0001,0.7176,0.1227,0.728
5.698826,0.0010,0.7141,0.1220,0.724
5.708937,0.0020,0.7108,0.1215,0.721
5.718582,0.0028,0.7071,0.1207,0.717
5.730360,0.0036,0.7037,0.1201,0.714
5.739340,0.0044,0.7018,0.1198,0.712
5.749147,0.0050,0.7007,0.1198,0.711
5.760031,0.0057,0.7010,0.1202,0.711
5.769632,0.0064,0.7012,0.1207,0.712
5.780620,0.0070,0.7000,0.1210,0.710
5.790525,0.0074,0.7000,0.1215,0.710
5.800036,0.0079,0.7019,0.1222,0.712
