time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001410,0.0017,0.7556,0.1326,0.767
0.010420,0.0015,0.7545,0.1324,0.766
0.030856,0.0014,0.7541,0.1323,0.766
0.031661,0.0012,0.7541,0.1322,0.766
0.040695,0.0012,0.7545,0.1324,0.766
0.051991,0.0010,0.7557,0.1328,0.767
0.060667,0.0009,0.7582,0.1335,0.770
0.070495,0.0008,0.7611,0.1342,0.773
0.080976,0.0006,0.7627,0.1347,0.774
0.091262,0.0005,0.7646,0.1352,0.777
0.113502,0.0005,0.7665,0.1359,0.778
0.114225,0.0004,0.7674,0.1363,0.779
0.121889,0.0002,0.7694,0.1373,0.782
0.131631,-0.0001,0.7720,0.1385,0.784
0.141969,-0.0003,0.7745,0.1398,0.787
0.152814,-0.0005,0.7770,0.1408,0.790
0.162419,-0.0006,0.7788,0.1415,0.792
0.172422,-0.0004,0.7794,0.1419,0.792
0.183089,0.0060,0.7777,0.1427,0.791
0.192847,0.0119,0.7780,0.1431,0.791
0.213928,0.0161,0.7783,0.1449,0.792
0.214723,0.0195,0.7769,0.1460,0.791
0.222986,0.0225,0.7729,0.1477,0.787
0.233413,0.0252,0.7677,0.1486,0.782
0.243408,0.0266,0.7605,0.1482,0.775
0.253268,0.0282,0.7513,0.1455,0.766
0.263523,0.0302,0.7414,0.1417,0.755
0.273458,0.0319,0.7309,0.1386,0.745
0.283576,0.0343,0.7215,0.1348,0.735
0.293867,0.0348,0.7102,0.1302,0.723
0.312994,0.0020,0.6992,0.1272,0.711
0.313990,0.0020,0.6889,0.1251,0.700
0.324592,0.0020,0.6799,0.1232,0.691
0.335533,0.0018,0.6730,0.1215,0.684
0.344598,0.0017,0.6654,0.1197,0.676
0.354892,0.0016,0.6582,0.1180,0.669
0.365310,0.0016,0.6534,0.1169,0.664
0.375078,0.0015,0.6513,0.1163,0.662
0.385305,0.0012,0.6527,0.1163,0.663
0.395525,0.0008,0.6549,0.1164,0.665
0.406128,0.0004,0.6587,0.1168,0.669
0.415828,-0.0000,0.6654,0.1178,0.676
0.429053,-0.0004,0.6764,0.1194,0.687
0.435316,-0.0007,0.6883,0.1213,0.699
0.445798,-0.0009,0.7024,0.1235,0.713
0.455933,-0.0011,0.7193,0.1262,0.730
0.466200,-0.0014,0.7376,0.1293,0.749
0.476364,-0.0016,0.7575,0.1326,0.769
0.486612,-0.0017,0.7764,0.1359,0.788
0.496734,-0.0017,0.7950,0.1390,0.807
0.512828,-0.0017,0.8121,0.1418,0.824
0.518093,-0.0017,0.8266,0.1443,0.839
0.527063,-0.0017,0.8382,0.1464,0.851
0.536939,-0.0017,0.8468,0.1481,0.860
0.547356,-0.0018,0.8550,0.1496,0.868
0.557630,-0.0019,0.8628,0.1510,0.876
0.568348,-0.0020,0.8695,0.1522,0.883
0.578045,-0.0022,0.8747,0.1532,0.888
0.587410,-0.0023,0.8772,0.1539,0.891
0.598139,-0.0024,0.8778,0.1541,0.891
0.613450,-0.0026,0.8757,0.1539,0.889
0.618899,-0.0028,0.8721,0.1534,0.885
0.628198,-0.0030,0.8666,0.1525,0.880
0.638591,-0.0032,0.8606,0.1516,0.874
0.649417,-0.0033,0.8549,0.1508,0.868
0.659046,-0.0034,0.8465,0.1494,0.860
0.669428,-0.0034,0.8376,0.1479,0.851
0.678596,-0.0034,0.8273,0.1461,0.840
0.689163,-0.0035,0.8176,0.1445,0.830
0.699308,-0.0035,0.8099,0.1433,0.823
0.712430,-0.0036,0.8035,0.1423,0.816
0.719412,-0.0036,0.7994,0.1417,0.812
0.729527,-0.0035,0.7960,0.1412,0.808
0.739298,-0.0033,0.7934,0.1409,0.806
0.749604,-0.0031,0.7904,0.1406,0.803
0.760205,-0.0028,0.7880,0.1403,0.800
0.770021,-0.0025,0.7858,0.1400,0.798
0.780662,-0.0021,0.7830,0.1394,0.795
0.790227,-0.0018,0.7812,0.1390,0.793
0.812462,-0.0015,0.7792,0.1385,0.791
0.814045,-0.0012,0.7771,0.1380,0.789
0.820694,-0.0008,0.7756,0.1377,0.788
0.831010,-0.0006,0.7739,0.1373,0.786
0.841078,-0.0002,0.7724,0.1369,0.784
0.851943,0.0000,0.7696,0.1363,0.782
0.861199,0.0003,0.7687,0.1361,0.781
0.871723,0.0005,0.7671,0.1358,0.779
0.881416,0.0007,0.7668,0.1357,0.779
0.891525,0.0008,0.7678,0.1358,0.780
0.906992,0.0009,0.7689,0.1359,0.781
0.911942,0.0009,0.7695,0.1359,0.781
0.922002,0.0010,0.7688,0.1357,0.781
0.932571,0.0009,0.7690,0.1356,0.781
0.942678,0.0008,0.7696,0.1357,0.781
0.952264,0.0006,0.7715,0.1360,0.783
0.962395,0.0004,0.7735,0.1364,0.785
0.972970,0.0001,0.7745,0.1367,0.786
0.983240,-0.0003,0.7753,0.1369,0.787
0.993590,-0.0005,0.7744,0.1369,0.786
1.006259,-0.0007,0.7744,0.1371,0.786
1.013267,-0.0009,0.7746,0.1373,0.787
1.023528,-0.0010,0.7747,0.1374,0.787
1.035236,-0.0011,0.7750,0.1375,0.787
1.044035,-0.0013,0.7749,0.1376,0.787
1.053806,-0.0015,0.7756,0.1379,0.788
1.064521,-0.0017,0.7754,0.1379,0.788
1.074453,-0.0019,0.7754,0.1379,0.788
1.085248,-0.0022,0.7744,0.1377,0.787
1.094948,-0.0023,0.7722,0.1373,0.784
1.104773,-0.0025,0.7688,0.1367,0.781
1.115666,-0.0026,0.7657,0.1362,0.778
1.125301,-0.0029,0.7639,0.1360,0.776
1.135123,-0.0030,0.7612,0.1355,0.773
1.145052,-0.0032,0.7590,0.1351,0.771
1.155649,-0.0033,0.7569,0.1347,0.769
1.166052,-0.0034,0.7545,0.1342,0.766
1.175250,-0.0034,0.7528,0.1338,0.765
1.185655,-0.0034,0.7518,0.1336,0.764
1.195881,-0.0035,0.7513,0.1335,0.763
1.205886,-0.0035,0.7506,0.1333,0.762
1.216794,-0.0036,0.7513,0.1334,0.763
1.226348,-0.0037,0.7528,0.1337,0.765
1.236041,-0.0038,0.7532,0.1337,0.765
1.246459,-0.0039,0.7529,0.1337,0.765
1.256325,-0.0040,0.7520,0.1335,0.764
1.268159,-0.0039,0.7515,0.1337,0.763
1.276947,-0.0036,0.7503,0.1336,0.762
1.286514,-0.0033,0.7489,0.1335,0.761
1.297500,-0.0029,0.7481,0.1335,0.760
1.307472,-0.0024,0.7476,0.1336,0.759
1.323444,-0.0019,0.7467,0.1336,0.759
1.326957,-0.0015,0.7464,0.1336,0.758
1.338285,-0.0011,0.7466,0.1338,0.759
1.347582,-0.0007,0.7467,0.1339,0.759
1.357880,-0.0004,0.7458,0.1339,0.758
1.368502,-0.0003,0.7459,0.1342,0.758
1.378351,-0.0001,0.7462,0.1345,0.758
1.388515,0.0002,0.7463,0.1348,0.758
1.399145,0.0003,0.7472,0.1352,0.759
1.408662,0.0003,0.7481,0.1355,0.760
1.418483,0.0004,0.7483,0.1358,0.761
1.429694,0.0004,0.7470,0.1357,0.759
1.438732,0.0004,0.7470,0.1359,0.759
1.449684,0.0005,0.7478,0.1361,0.760
1.459487,0.0005,0.7496,0.1365,0.762
1.469766,0.0003,0.7509,0.1366,0.763
1.480108,0.0000,0.7526,0.1369,0.765
1.489143,-0.0004,0.7556,0.1374,0.768
1.506267,-0.0008,0.7574,0.1376,0.770
1.510301,-0.0013,0.7598,0.1379,0.772
1.520260,-0.0017,0.7627,0.1383,0.775
1.530439,-0.0020,0.7654,0.1386,0.778
1.539959,-0.0023,0.7690,0.1392,0.782
1.551263,-0.0025,0.7717,0.1396,0.784
1.560988,-0.0028,0.7748,0.1400,0.787
1.570568,-0.0051,0.7767,0.1381,0.789
1.581721,-0.0071,0.7777,0.1359,0.789
1.590976,-0.0087,0.7779,0.1341,0.789
1.606185,-0.0084,0.7783,0.1325,0.790
1.611481,-0.0087,0.7777,0.1304,0.789
1.621512,-0.0087,0.7771,0.1284,0.788
1.632065,-0.0070,0.7785,0.1275,0.789
1.641757,-0.0057,0.7797,0.1270,0.790
1.651708,-0.0043,0.7807,0.1279,0.791
1.662016,-0.0032,0.7807,0.1281,0.791
1.671470,-0.0017,0.7814,0.1276,0.792
1.682558,-0.0006,0.7827,0.1276,0.793
1.692156,0.0007,0.7834,0.1268,0.794
1.706860,0.0028,0.7843,0.1258,0.794
1.713099,0.0032,0.7851,0.1255,0.795
1.722602,0.0037,0.7850,0.1248,0.795
1.732952,0.0034,0.7847,0.1252,0.795
1.742882,0.0032,0.7828,0.1243,0.793
1.753234,0.0035,0.7814,0.1233,0.791
1.763212,0.0048,0.7790,0.1227,0.789
1.773505,0.0067,0.7779,0.1219,0.787
1.783535,0.0074,0.7772,0.1200,0.786
1.793888,0.0084,0.7773,0.1181,0.786
1.803527,0.0087,0.7771,0.1159,0.786
1.814063,0.0097,0.7782,0.1146,0.787
1.823657,0.0114,0.7785,0.1134,0.787
1.834973,0.0127,0.7778,0.1117,0.786
1.844325,0.0141,0.7766,0.1102,0.785
1.854318,0.0150,0.7749,0.1081,0.783
1.865184,0.0175,0.7734,0.1057,0.781
1.874666,0.0210,0.7709,0.1037,0.778
1.885518,0.0228,0.7684,0.1019,0.776
1.894781,0.0240,0.7654,0.1003,0.772
1.905305,0.0242,0.7638,0.0991,0.771
1.915378,0.0249,0.7626,0.0971,0.769
1.925387,0.0249,0.7624,0.0946,0.769
1.935080,0.0252,0.7619,0.0911,0.768
1.946131,0.0239,0.7621,0.0879,0.768
1.955310,0.0231,0.7625,0.0858,0.768
1.966367,0.0226,0.7635,0.0825,0.768
1.976342,0.0225,0.7636,0.0793,0.768
1.985832,0.0235,0.7642,0.0766,0.768
1.996318,0.0244,0.7653,0.0735,0.769
2.006179,0.0250,0.7656,0.0703,0.769
2.022702,0.0258,0.7654,0.0668,0.769
2.026284,0.0261,0.7662,0.0627,0.769
2.037319,0.0258,0.7668,0.0595,0.770
2.046958,0.0256,0.7674,0.0565,0.770
2.056792,0.0258,0.7688,0.0536,0.771
2.069550,0.0245,0.7710,0.0510,0.773
2.077651,0.0228,0.7734,0.0480,0.775
2.087063,0.0214,0.7763,0.0459,0.778
2.097289,0.0213,0.7788,0.0452,0.780
2.107400,0.0212,0.7809,0.0444,0.782
2.123209,0.0212,0.7834,0.0449,0.785
2.128073,0.0213,0.7866,0.0456,0.788
2.138396,0.0208,0.7897,0.0470,0.791
2.148660,0.0209,0.7927,0.0485,0.794
2.158683,0.0214,0.7952,0.0502,0.797
2.168639,0.0214,0.7975,0.0526,0.800
2.178638,0.0211,0.8002,0.0553,0.802
2.188666,0.0198,0.8023,0.0585,0.805
2.199069,0.0191,0.8028,0.0623,0.805
2.209302,0.0195,0.8032,0.0670,0.806
2.223198,0.0184,0.8033,0.0710,0.807
2.229696,0.0180,0.8028,0.0756,0.807
2.239113,0.0180,0.8037,0.0800,0.808
2.251675,0.0180,0.8048,0.0845,0.809
2.259642,0.0175,0.8052,0.0885,0.810
2.270324,0.0184,0.8051,0.0924,0.811
2.280053,0.0193,0.8053,0.0962,0.811
2.289975,0.0206,0.8048,0.0991,0.811
2.301692,0.0212,0.8043,0.1001,0.811
2.310746,0.0208,0.8042,0.1017,0.811
2.320989,0.0202,0.8032,0.1025,0.810
2.330793,0.0201,0.8004,0.1030,0.807
2.340496,0.0218,0.7981,0.1030,0.805
2.355510,0.0240,0.7954,0.1031,0.802
2.361246,0.0255,0.7937,0.1021,0.801
2.371451,0.0263,0.7925,0.1008,0.799
2.381379,0.0269,0.7907,0.1006,0.798
2.391072,0.0287,0.7893,0.1003,0.796
2.401449,0.0302,0.7888,0.1003,0.796
2.412034,0.0302,0.7893,0.0998,0.796
2.422081,0.0317,0.7897,0.0996,0.797
2.432037,0.0328,0.7913,0.0980,0.798
2.442047,0.0336,0.7926,0.0968,0.799
2.452352,0.0347,0.7938,0.0964,0.800
2.462423,0.0350,0.7948,0.0969,0.801
2.472089,0.0342,0.7962,0.0986,0.803
2.482291,0.0328,0.7972,0.0998,0.804
2.492452,0.0317,0.7973,0.1006,0.804
2.502884,0.0303,0.7987,0.1014,0.806
2.513250,0.0304,0.7997,0.1023,0.807
2.522966,0.0302,0.8006,0.1032,0.808
2.534771,0.0294,0.8025,0.1055,0.810
2.543507,0.0285,0.8034,0.1085,0.811
2.554492,0.0265,0.8057,0.1105,0.814
2.563787,0.0239,0.8074,0.1120,0.816
2.573448,0.0215,0.8089,0.1130,0.817
2.585190,0.0199,0.8094,0.1130,0.817
2.593715,0.0184,0.8092,0.1128,0.817
