time,wx (rad/s),wy (rad/s),wz (rad/s)
0.001655,0.00,0.15,0.01
0.007662,0.00,0.15,0.01
0.025627,0.00,0.10,0.01
0.026308,0.00,0.10,0.01
0.042726,-0.00,0.05,0.01
0.043316,-0.00,0.05,0.01
0.059181,-0.00,0.00,0.00
0.074725,-0.00,0.00,0.00
0.075298,-0.00,-0.02,0.00
0.091957,-0.00,-0.02,0.00
0.094076,-0.00,-0.02,0.00
0.108979,-0.00,-0.02,0.00
0.123793,-0.00,0.02,0.00
0.124385,-0.00,0.02,0.00
0.141881,-0.00,0.07,0.00
0.144446,-0.00,0.07,0.00
0.158604,-0.00,0.08,0.00
0.175414,-0.00,0.08,0.00
0.176027,-0.01,0.08,-0.00
0.191318,-0.01,0.08,-0.00
0.195813,-0.01,0.07,-0.00
0.208398,-0.01,0.07,-0.00
0.225470,-0.00,0.08,-0.00
0.226242,-0.00,0.08,-0.00
0.242866,-0.00,0.11,-0.00
0.258684,-0.00,0.11,-0.00
0.259353,0.00,0.12,-0.00
0.275503,0.00,0.12,-0.00
0.276186,0.00,0.10,-0.00
0.291600,0.00,0.10,-0.00
0.308374,0.00,0.08,-0.00
0.309130,0.00,0.08,-0.00
0.325877,0.00,0.08,-0.00
0.326754,0.00,0.08,-0.00
0.341170,0.00,0.10,-0.00
0.359484,0.00,0.10,-0.00
0.360365,0.00,0.13,-0.00
0.375060,0.00,0.13,-0.00
0.377731,0.01,0.13,-0.00
0.391911,0.01,0.13,-0.00
0.409529,0.01,0.10,-0.00
0.410513,0.01,0.10,-0.00
0.425155,0.01,0.05,-0.00
0.428667,0.01,0.05,-0.00
0.442748,0.00,-0.01,-0.00
0.459257,0.00,-0.01,-0.00
0.460123,0.00,-0.09,-0.01
0.475539,0.00,-0.09,-0.01
0.491353,-0.00,-0.16,-0.01
0.492202,-0.00,-0.16,-0.01
0.509107,-0.00,-0.22,-0.01
0.510097,-0.00,-0.22,-0.01
0.525428,-0.00,-0.24,-0.01
0.542371,-0.00,-0.24,-0.01
0.543218,-0.00,-0.24,-0.01
0.558022,-0.00,-0.24,-0.01
0.560136,-0.00,-0.22,-0.00
0.575667,-0.00,-0.22,-0.00
0.590688,0.00,-0.18,-0.00
0.591616,0.00,-0.18,-0.00
0.608393,0.00,-0.12,0.00
0.610985,0.00,-0.12,0.00
0.625273,0.00,-0.05,0.00
0.642230,0.00,-0.05,0.00
0.643726,0.10,0.01,0.12
0.658361,0.10,0.01,0.12
0.661799,0.13,0.02,0.11
0.675101,0.13,0.02,0.11
0.691906,0.17,-0.01,0.06
0.692892,0.17,-0.01,0.06
0.708516,0.18,-0.06,0.00
