time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002616,0.0292,0.7503,0.1537,0.766
0.011056,0.0296,0.7492,0.1578,0.766
0.031546,0.0291,0.7472,0.1599,0.765
0.032461,0.0292,0.7446,0.1616,0.762
0.041552,0.0287,0.7416,0.1631,0.760
0.053747,0.0278,0.7399,0.1637,0.758
0.061666,0.0268,0.7372,0.1643,0.756
0.071372,0.0260,0.7360,0.1650,0.755
0.081658,0.0237,0.7344,0.1659,0.753
0.092290,0.0202,0.7320,0.1668,0.751
0.101666,0.0164,0.7291,0.1672,0.748
0.112610,0.0122,0.7259,0.1673,0.745
0.121942,0.0072,0.7231,0.1677,0.742
0.132225,0.0012,0.7201,0.1677,0.739
0.147075,-0.0035,0.7182,0.1652,0.737
0.153001,-0.0061,0.7165,0.1619,0.735
0.163609,-0.0084,0.7152,0.1571,0.732
0.172801,-0.0111,0.7157,0.1522,0.732
0.184644,-0.0132,0.7154,0.1470,0.731
0.193586,-0.0156,0.7152,0.1425,0.729
0.203773,-0.0180,0.7155,0.1380,0.729
0.213692,-0.0187,0.7147,0.1325,0.727
0.223933,-0.0190,0.7143,0.1282,0.726
0.245455,-0.0205,0.7141,0.1248,0.725
0.246520,-0.0208,0.7154,0.1219,0.726
0.254109,-0.0207,0.7147,0.1211,0.725
0.264475,-0.0198,0.7136,0.1219,0.724
0.274412,-0.0204,0.7121,0.1218,0.723
0.285358,-0.0197,0.7123,0.1212,0.723
0.294572,-0.0176,0.7133,0.1206,0.724
0.304932,-0.0154,0.7142,0.1199,0.724
0.315231,-0.0134,0.7147,0.1188,0.725
0.325343,-0.0120,0.7151,0.1178,0.725
0.345575,-0.0080,0.7157,0.1165,0.725
0.346698,-0.0017,0.7168,0.1167,0.726
0.355942,0.0042,0.7171,0.1167,0.727
0.365376,0.0100,0.7178,0.1183,0.728
0.375488,0.0178,0.7168,0.1197,0.727
0.386325,0.0263,0.7165,0.1201,0.727
0.396002,0.0357,0.7165,0.1212,0.728
0.405861,0.0451,0.7189,0.1233,0.731
0.417879,0.0523,0.7230,0.1260,0.736
0.427011,0.0584,0.7283,0.1289,0.742
0.436585,0.0651,0.7347,0.1315,0.749
0.446932,0.0707,0.7424,0.1335,0.758
0.461864,0.0765,0.7491,0.1340,0.765
0.467703,0.0820,0.7554,0.1329,0.771
0.476602,0.0879,0.7611,0.1332,0.778
0.487381,0.0926,0.7654,0.1341,0.783
0.497555,0.0964,0.7681,0.1339,0.786
0.507682,0.1004,0.7711,0.1346,0.789
0.517910,0.1039,0.7743,0.1347,0.793
0.527688,0.1068,0.7775,0.1350,0.796
0.538170,0.1071,0.7788,0.1352,0.798
0.548446,0.1059,0.7797,0.1359,0.798
0.562239,0.1033,0.7798,0.1354,0.798
0.567986,0.1002,0.7800,0.1347,0.798
0.578315,0.0959,0.7811,0.1334,0.798
0.588520,0.0900,0.7815,0.1325,0.798
0.598579,0.0834,0.7818,0.1309,0.797
0.608606,0.0762,0.7795,0.1283,0.794
0.618415,0.0709,0.7768,0.1266,0.790
0.628990,0.0666,0.7723,0.1255,0.785
0.639624,0.0630,0.7657,0.1248,0.778
0.649329,0.0590,0.7576,0.1243,0.770
0.661886,0.0546,0.7507,0.1244,0.763
0.669648,0.0498,0.7447,0.1251,0.757
0.679527,0.0456,0.7398,0.1251,0.752
0.689574,0.0442,0.7347,0.1238,0.746
0.701501,0.0450,0.7302,0.1221,0.742
0.710271,0.0477,0.7256,0.1194,0.737
0.720346,0.0517,0.7226,0.1180,0.734
0.730363,0.0558,0.7183,0.1167,0.730
0.740462,0.0602,0.7162,0.1165,0.728
0.761351,0.0639,0.7153,0.1145,0.727
0.762613,0.0674,0.7150,0.1128,0.727
0.771291,0.0704,0.7147,0.1102,0.727
0.781165,0.0730,0.7141,0.1086,0.726
0.791127,0.0756,0.7135,0.1061,0.725
0.801365,0.0777,0.7132,0.1037,0.725
0.811816,0.0796,0.7140,0.1025,0.726
0.821667,0.0816,0.7141,0.1004,0.726
0.832037,0.0848,0.7144,0.0973,0.726
0.842263,0.0894,0.7156,0.0945,0.727
0.856315,0.0951,0.7156,0.0916,0.728
0.862310,0.1018,0.7160,0.0890,0.729
0.872185,0.1090,0.7164,0.0870,0.730
0.882699,0.1138,0.7173,0.0849,0.731
0.892832,0.1156,0.7189,0.0837,0.733
0.903135,0.1140,0.7215,0.0839,0.735
0.913536,0.1103,0.7236,0.0839,0.737
0.923148,0.1065,0.7255,0.0829,0.738
0.933171,0.1039,0.7280,0.0831,0.740
0.943155,0.1012,0.7293,0.0839,0.741
0.953216,0.0975,0.7294,0.0857,0.741
0.963568,0.0949,0.7298,0.0870,0.741
0.973456,0.0925,0.7292,0.0889,0.740
0.984845,0.0907,0.7290,0.0911,0.740
0.993862,0.0893,0.7298,0.0930,0.741
1.004386,0.0877,0.7295,0.0942,0.741
1.014382,0.0875,0.7283,0.0947,0.740
1.024760,0.0879,0.7283,0.0954,0.740
1.039669,0.0882,0.7294,0.0968,0.741
1.044777,0.0882,0.7297,0.0973,0.741
1.054178,0.0887,0.7308,0.0987,0.743
1.065358,0.0873,0.7318,0.0993,0.744
1.074612,0.0859,0.7331,0.0997,0.745
1.085017,0.0859,0.7331,0.1010,0.745
1.094827,0.0859,0.7323,0.1028,0.744
1.105308,0.0856,0.7306,0.1032,0.743
1.116404,0.0848,0.7306,0.1041,0.743
1.125240,0.0839,0.7298,0.1048,0.742
1.140785,0.0824,0.7297,0.1052,0.742
1.147145,0.0801,0.7299,0.1054,0.742
1.156042,0.0787,0.7306,0.1057,0.742
1.165639,0.0770,0.7307,0.1076,0.743
1.175930,0.0756,0.7303,0.1085,0.742
1.186251,0.0736,0.7302,0.1077,0.742
1.196290,0.0723,0.7294,0.1080,0.741
1.206595,0.0707,0.7291,0.1096,0.741
1.218216,0.0682,0.7289,0.1124,0.741
1.227166,0.0653,0.7270,0.1152,0.739
1.237348,0.0606,0.7240,0.1168,0.736
1.248351,0.0547,0.7227,0.1189,0.734
1.257735,0.0496,0.7221,0.1195,0.734
1.268077,0.0459,0.7225,0.1198,0.734
1.277025,0.0418,0.7226,0.1201,0.734
1.287879,0.0385,0.7237,0.1205,0.735
1.298977,0.0356,0.7263,0.1197,0.737
1.308782,0.0335,0.7296,0.1198,0.740
1.317744,0.0314,0.7323,0.1210,0.743
1.328575,0.0283,0.7347,0.1228,0.745
1.338380,0.0259,0.7355,0.1230,0.746
1.348799,0.0241,0.7354,0.1226,0.746
1.358673,0.0232,0.7356,0.1225,0.746
1.368574,0.0221,0.7354,0.1206,0.746
