time,wx (rad/s),wy (rad/s),wz (rad/s)
0.020381,0.00,-0.00,-0.00
0.021029,0.01,-0.00,-0.00
0.021401,0.01,-0.00,-0.00
0.026281,0.00,-0.00,-0.01
0.043591,0.00,-0.00,-0.01
0.050470,0.00,-0.00,-0.01
0.056622,0.00,-0.00,-0.01
0.066582,0.01,0.00,-0.01
0.077308,0.01,0.00,-0.01
0.086728,0.02,0.00,-0.01
0.097029,0.02,0.00,-0.01
0.107195,0.03,0.05,-0.01
0.117526,0.03,0.05,-0.01
0.127669,0.03,0.07,0.06
0.139255,0.03,0.07,0.06
0.147266,0.02,0.07,0.12
0.158129,0.02,0.07,0.12
0.167997,0.00,0.05,0.18
0.179548,0.00,0.05,0.18
0.187869,-0.00,0.02,0.21
0.198276,-0.00,0.02,0.21
0.208654,-0.01,-0.02,0.20
0.218921,-0.01,-0.02,0.20
0.238463,-0.00,-0.05,0.18
0.239205,-0.00,-0.05,0.18
0.248672,0.01,-0.06,0.14
0.259651,0.01,-0.06,0.14
0.269210,0.01,-0.07,0.10
0.280283,0.01,-0.07,0.10
0.289784,0.01,-0.08,0.06
0.299181,0.01,-0.08,0.06
0.310168,-0.00,-0.10,0.01
0.321122,-0.00,-0.10,0.01
0.339697,-0.02,-0.10,-0.02
0.340927,-0.02,-0.10,-0.02
0.350575,-0.03,-0.08,-0.03
0.360026,-0.03,-0.08,-0.03
0.370665,-0.02,-0.05,-0.02
0.380207,-0.02,-0.05,-0.02
0.390737,-0.01,0.02,0.01
0.400646,-0.01,0.02,0.01
0.411399,-0.00,0.10,0.05
0.421965,-0.00,0.10,0.05
0.440520,0.01,0.14,0.07
0.441471,0.01,0.14,0.07
0.451619,0.02,0.11,0.07
0.462785,0.02,0.11,0.07
0.471568,0.02,0.05,0.05
0.482042,0.02,0.05,0.05
0.492404,0.02,0.00,0.03
0.502225,0.02,0.00,0.03
0.512465,0.02,-0.02,0.02
0.522370,0.02,-0.02,0.02
0.532385,0.03,-0.03,-0.00
0.543169,0.03,-0.03,-0.00
0.555298,0.03,-0.03,-0.05
0.562915,0.03,-0.03,-0.05
0.572880,0.02,-0.01,-0.09
0.583100,0.02,-0.01,-0.09
0.593585,0.02,0.06,-0.10
0.603774,0.02,0.06,-0.10
0.613734,0.03,0.13,-0.06
0.623853,0.03,0.13,-0.06
0.640118,0.04,0.15,-0.01
0.644537,0.04,0.15,-0.01
0.654839,0.04,0.11,0.03
0.664307,0.04,0.11,0.03
0.674130,0.05,0.06,0.06
0.684531,0.05,0.06,0.06
0.695508,0.04,0.05,0.07
0.705249,0.04,0.05,0.07
0.714964,0.04,0.05,0.07
0.725143,0.04,0.05,0.07
0.738959,0.02,0.02,0.05
0.745460,0.02,0.02,0.05
0.755508,0.01,-0.05,-0.00
0.766173,0.01,-0.05,-0.00
0.776208,-0.01,-0.11,-0.06
0.785838,-0.01,-0.11,-0.06
0.796001,-0.02,-0.15,-0.12
0.806060,-0.02,-0.15,-0.12
0.816633,-0.02,-0.17,-0.16
0.826907,-0.02,-0.17,-0.16
0.839997,-0.02,-0.18,-0.19
0.846891,-0.02,-0.18,-0.19
0.856959,-0.03,-0.17,-0.19
0.866592,-0.03,-0.17,-0.19
0.878994,-0.04,-0.15,-0.17
0.887183,-0.04,-0.15,-0.17
0.898178,-0.04,-0.11,-0.15
0.907620,-0.04,-0.11,-0.15
0.917738,-0.03,-0.08,-0.11
0.932467,-0.03,-0.08,-0.11
