time,wx (rad/s),wy (rad/s),wz (rad/s)
0.001141,-0.00,0.00,-0.00
0.010054,-0.00,0.00,-0.00
0.029178,-0.00,0.00,-0.00
0.030160,-0.00,0.00,-0.00
0.040718,-0.00,-0.00,-0.00
0.061888,-0.00,-0.00,-0.00
0.062688,-0.00,-0.00,0.00
0.070960,-0.00,-0.00,0.00
0.081530,-0.00,-0.00,-0.00
0.091964,-0.00,-0.00,-0.00
0.102856,0.00,-0.00,-0.00
0.111322,0.00,-0.00,-0.00
0.121818,-0.00,0.00,0.00
0.132396,-0.00,0.00,0.00
0.142050,-0.00,0.00,-0.00
0.151917,-0.00,0.00,-0.00
0.162314,-0.00,0.00,-0.00
0.172286,-0.00,0.00,-0.00
0.183092,-0.00,0.00,-0.00
0.193296,-0.00,0.00,-0.00
0.203014,-0.00,-0.00,-0.00
0.212894,-0.00,-0.00,-0.00
0.223118,-0.00,-0.00,-0.00
0.233897,-0.00,-0.00,-0.00
0.244797,-0.00,-0.00,-0.00
0.253191,-0.00,-0.00,-0.00
0.264149,-0.00,0.00,-0.00
0.273693,-0.00,0.00,-0.00
0.285974,-0.00,-0.00,0.00
0.294201,-0.00,-0.00,0.00
0.304876,-0.00,-0.00,0.00
0.315009,-0.00,-0.00,0.00
0.324733,0.00,-0.00,-0.00
0.346794,0.00,-0.00,-0.00
0.347788,-0.00,0.00,-0.00
0.355234,-0.00,0.00,-0.00
0.365276,-0.00,-0.00,-0.00
0.375324,-0.00,-0.00,-0.00
0.385208,0.00,0.00,-0.00
0.395281,0.00,0.00,-0.00
0.405580,-0.00,0.00,-0.00
0.416038,-0.00,0.00,-0.00
0.425931,0.00,0.00,-0.00
0.446040,0.00,0.00,-0.00
0.447229,0.00,-0.00,0.00
0.456673,0.00,-0.00,0.00
0.466727,-0.00,0.00,0.00
0.476823,-0.00,0.00,0.00
0.487439,-0.00,0.00,-0.00
0.497443,-0.00,0.00,-0.00
0.507036,-0.00,-0.00,0.00
0.518628,-0.00,-0.00,0.00
0.527921,0.00,-0.00,-0.00
0.537123,0.00,-0.00,-0.00
0.548085,-0.00,0.00,0.00
0.562939,-0.00,0.00,0.00
0.568272,0.00,-0.00,-0.00
0.578165,0.00,-0.00,-0.00
0.587852,-0.00,-0.00,0.00
0.597989,-0.00,-0.00,0.00
0.608061,-0.00,0.00,-0.00
0.619317,-0.00,0.00,-0.00
0.629077,0.00,-0.00,-0.00
0.645562,0.00,-0.00,-0.00
0.649275,0.00,-0.00,-0.00
0.658735,0.00,-0.00,-0.00
0.668965,0.00,0.00,0.00
0.679099,0.00,0.00,0.00
0.689598,-0.00,-0.00,-0.00
0.699403,-0.00,-0.00,-0.00
0.710644,0.00,0.00,0.00
0.720157,0.00,0.00,0.00
0.729830,0.00,0.00,0.00
0.745998,0.00,0.00,0.00
0.751279,0.00,-0.00,0.00
0.760475,0.00,-0.00,0.00
0.770709,0.00,0.00,-0.00
0.780360,0.00,0.00,-0.00
0.790415,0.00,0.00,-0.00
0.801464,0.00,0.00,-0.00
0.810982,-0.00,-0.00,-0.00
0.821117,-0.00,-0.00,-0.00
0.831277,-0.00,0.00,-0.00
0.846709,-0.00,0.00,-0.00
0.851748,0.00,0.00,-0.00
0.861326,0.00,0.00,-0.00
0.872039,0.00,0.00,-0.00
0.881829,0.00,0.00,-0.00
0.892412,-0.00,0.00,0.00
0.903275,-0.00,0.00,0.00
0.912208,0.00,-0.00,-0.00
0.922308,0.00,-0.00,-0.00
0.933140,-0.00,-0.00,-0.00
0.942222,-0.00,-0.00,-0.00
0.952973,-0.00,0.00,0.00
0.963406,-0.00,0.00,0.00
0.972870,0.00,-0.00,-0.00
0.982965,0.00,-0.00,-0.00
0.993152,0.00,-0.00,-0.00
1.003619,0.00,-0.00,-0.00
1.013755,-0.00,0.00,0.00
1.023877,-0.00,0.00,0.00
1.038429,-0.00,-0.00,0.00
1.044398,-0.00,-0.00,0.00
1.054055,0.00,-0.00,0.00
1.064693,0.00,-0.00,0.00
1.074634,-0.00,-0.00,-0.00
1.084845,-0.00,-0.00,-0.00
1.095131,0.00,-0.00,0.00
1.105075,0.00,-0.00,0.00
1.116008,-0.00,-0.00,-0.00
1.125533,-0.00,-0.00,-0.00
1.139173,0.00,-0.00,-0.00
1.145535,0.00,-0.00,-0.00
1.155635,0.00,-0.00,0.00
1.165799,0.00,-0.00,0.00
1.175975,-0.00,-0.00,-0.00
1.186076,-0.00,-0.00,-0.00
1.196351,0.00,-0.00,0.00
1.206027,0.00,-0.00,0.00
1.217010,-0.00,-0.00,0.00
1.226621,-0.00,-0.00,0.00
1.238844,0.00,0.00,0.00
1.246344,0.00,0.00,0.00
1.256599,0.00,0.00,0.00
1.266759,0.00,0.00,0.00
1.276984,-0.00,-0.00,0.00
1.286761,-0.00,-0.00,0.00
1.297736,0.00,-0.00,0.00
1.307747,0.00,-0.00,0.00
1.318548,-0.00,0.00,0.00
1.328390,-0.00,0.00,0.00
1.337832,0.00,-0.00,-0.00
1.348571,0.00,-0.00,-0.00
1.358111,0.00,-0.00,-0.00
1.369264,0.00,-0.00,-0.00
1.378607,0.00,0.00,-0.00
1.388492,0.00,0.00,-0.00
1.398751,0.00,0.00,-0.00
1.408943,0.00,0.00,-0.00
1.418984,0.00,-0.00,0.00
1.429799,0.00,-0.00,0.00
1.439042,-0.00,0.00,0.00
1.448803,-0.00,0.00,0.00
1.459158,0.00,-0.00,0.00
1.469203,0.00,-0.00,0.00
1.479862,-0.00,-0.00,-0.00
1.489531,-0.00,-0.00,-0.00
1.501076,0.00,-0.00,-0.00
1.509856,0.00,-0.00,-0.00
1.520295,0.00,0.00,-0.00
1.530729,0.00,0.00,-0.00
1.540685,-0.00,-0.00,0.00
1.553348,-0.00,-0.00,0.00
1.560946,-0.00,0.00,-0.00
1.570588,-0.00,0.00,-0.00
1.581347,0.00,-0.00,-0.00
1.591481,0.00,-0.00,-0.00
1.602248,0.00,0.00,-0.00
1.611641,0.00,0.00,-0.00
1.622007,-0.00,0.00,0.00
