time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001547,-0.0535,0.4291,0.3164,0.536
0.005132,-0.0546,0.4356,0.3213,0.544
0.014014,-0.0554,0.4396,0.3241,0.549
0.029268,-0.0559,0.4417,0.3253,0.551
0.036553,-0.0561,0.4418,0.3249,0.551
0.044643,-0.0559,0.4398,0.3227,0.548
0.054512,-0.0556,0.4369,0.3200,0.544
0.065186,-0.0553,0.4345,0.3177,0.541
0.075321,-0.0548,0.4312,0.3147,0.537
0.085292,-0.0545,0.4287,0.3125,0.533
0.095064,-0.0545,0.4282,0.3119,0.533
0.105635,-0.0548,0.4289,0.3125,0.533
0.115283,-0.0555,0.4322,0.3152,0.538
0.125716,-0.0566,0.4384,0.3202,0.546
0.136345,-0.0578,0.4465,0.3268,0.556
0.146535,-0.0591,0.4554,0.3338,0.568
0.155652,-0.0600,0.4619,0.3390,0.576
0.166196,-0.0609,0.4675,0.3431,0.583
0.176363,-0.0614,0.4719,0.3460,0.588
0.186266,-0.0623,0.4775,0.3495,0.595
0.196483,-0.0631,0.4823,0.3523,0.601
0.206568,-0.0640,0.4871,0.3553,0.606
0.228093,-0.0650,0.4920,0.3584,0.612
0.229055,-0.0661,0.4975,0.3621,0.619
0.237586,-0.0671,0.5031,0.3662,0.626
0.247047,-0.0680,0.5082,0.3700,0.632
0.258139,-0.0682,0.5097,0.3712,0.634
0.268069,-0.0677,0.5080,0.3701,0.632
0.277227,-0.0668,0.5039,0.3672,0.627
0.287407,-0.0651,0.4957,0.3613,0.617
0.297758,-0.0623,0.4814,0.3508,0.599
0.307893,-0.0555,0.4372,0.3199,0.545
0.328843,-0.0460,0.3861,0.2834,0.481
0.330272,-0.0364,0.3281,0.2416,0.409
0.338674,-0.0271,0.2649,0.1957,0.330
0.349011,-0.0181,0.1952,0.1446,0.244
0.358395,-0.0099,0.1197,0.0890,0.149
0.368823,-0.0012,0.0170,0.0128,0.021
0.379254,0.0051,-0.0850,-0.0644,0.107
0.389548,0.0090,-0.1868,-0.1431,0.236
0.400587,0.0095,-0.2635,-0.2061,0.335
0.409838,0.0080,-0.3384,-0.2702,0.433
0.419151,0.0049,-0.4079,-0.3320,0.526
0.429908,0.0031,-0.4519,-0.3724,0.586
0.446393,0.0015,-0.4950,-0.4124,0.644
0.450948,0.0001,-0.5364,-0.4513,0.701
0.459879,-0.0008,-0.5733,-0.4870,0.752
0.470137,-0.0014,-0.6058,-0.5193,0.798
0.480424,-0.0013,-0.6312,-0.5462,0.835
0.490175,-0.0008,-0.6498,-0.5680,0.863
0.501206,0.0001,-0.6370,-0.5673,0.853
0.510930,0.0013,-0.5972,-0.5395,0.805
0.528150,0.0058,-0.5499,-0.5047,0.746
0.530832,0.0090,-0.4741,-0.4455,0.651
0.541338,0.0108,-0.3941,-0.3789,0.547
0.551633,0.0112,-0.3111,-0.3058,0.436
0.561378,0.0102,-0.2269,-0.2276,0.322
0.571427,0.0081,-0.1513,-0.1526,0.215
0.582231,0.0048,-0.0778,-0.0787,0.111
0.591503,0.0022,-0.0312,-0.0314,0.044
0.611637,0.0006,-0.0075,-0.0074,0.011
0.612913,-0.0016,0.0174,0.0169,0.024
0.622327,-0.0044,0.0422,0.0398,0.058
0.632452,-0.0050,0.0435,0.0402,0.059
0.642634,-0.0053,0.0437,0.0395,0.059
0.653223,-0.0053,0.0411,0.0363,0.055
0.663594,-0.0046,0.0336,0.0292,0.045
0.672803,0.0003,-0.0018,-0.0015,0.002
0.684100,0.0069,-0.0452,-0.0382,0.060
0.693275,0.0186,-0.1158,-0.0970,0.152
0.703382,0.0351,-0.2090,-0.1723,0.273
0.714044,0.0529,-0.3009,-0.2441,0.391
0.723486,0.0691,-0.3746,-0.3005,0.485
0.734813,0.0918,-0.4603,-0.3617,0.593
0.743921,0.1107,-0.5151,-0.3930,0.657
0.754071,0.1252,-0.5335,-0.3921,0.674
0.764317,0.1261,-0.5014,-0.3513,0.625
0.774312,0.0983,-0.3731,-0.2482,0.459
0.784496,0.0383,-0.1422,-0.0886,0.172
0.794778,-0.0698,0.2589,0.1521,0.308
0.804724,-0.2177,0.8209,0.4578,0.965
0.815198,-0.3959,1.5347,0.8218,1.785
0.827785,-0.5760,2.3447,1.2293,2.709
0.835489,-0.7490,3.2194,1.6506,3.695
0.845048,-0.8833,4.1036,2.0628,4.677
0.854935,-0.9825,4.9984,2.4682,5.661
0.865940,-1.0598,5.9024,2.8662,6.647
0.875650,-1.0928,6.8057,3.2547,7.623
0.885838,-1.1049,7.6625,3.6257,8.549
0.895941,-1.1012,8.4828,3.9825,9.436
0.906000,-1.0811,9.2093,4.2863,10.215
0.920428,-1.0471,9.8334,4.5585,10.889
0.926240,-0.9994,10.3222,4.7248,11.396
0.936023,-0.9205,10.6842,4.8208,11.757
0.946594,-0.8274,10.8678,4.8359,11.924
0.956536,-0.7052,10.8784,4.7742,11.901
0.967676,-0.5783,10.7018,4.6387,11.678
0.977019,-0.4495,10.3253,4.4402,11.248
0.987041,-0.3212,9.7276,4.1942,10.598
0.997322,-0.1773,8.8819,3.8361,9.677
1.007708,-0.0413,7.8142,3.3807,8.514
1.020481,0.0783,6.5504,2.8318,7.137
1.027458,0.1680,5.1344,2.2140,5.594
1.038123,0.2099,3.6420,1.5610,3.968
1.048024,0.1735,2.0902,0.8933,2.280
1.058100,0.0602,0.5389,0.2294,0.589
1.067908,-0.1492,-0.9939,-0.4208,1.090
1.077892,-0.4838,-2.4885,-1.0246,2.734
1.088161,-0.9873,-3.9090,-1.5173,4.308
1.098318,-1.8016,-5.1899,-1.7620,5.769
1.108458,-3.2176,-6.0977,-1.5036,7.057
1.120909,-5.7048,-5.6867,0.0470,8.055
1.128847,-7.6719,-1.6471,3.1550,8.457
1.139173,-6.1836,3.0090,4.4806,8.208
1.149612,-4.4114,4.6812,4.2902,7.732
1.159029,-3.3871,5.2402,3.7997,7.306
