time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001402,0.0387,0.4166,0.5598,0.699
0.005314,0.0347,0.4185,0.5656,0.704
0.012969,0.0305,0.4206,0.5714,0.710
0.031682,0.0261,0.4210,0.5741,0.712
0.033774,0.0214,0.4199,0.5744,0.712
0.044194,0.0166,0.4161,0.5702,0.706
0.055403,0.0120,0.4115,0.5639,0.698
0.064306,0.0077,0.4061,0.5558,0.688
0.073984,0.0037,0.4006,0.5470,0.678
0.085100,0.0000,0.3957,0.5392,0.669
0.094666,-0.0033,0.3919,0.5326,0.661
0.104836,-0.0063,0.3874,0.5251,0.653
0.114832,-0.0091,0.3834,0.5183,0.645
0.125006,-0.0116,0.3787,0.5111,0.636
0.136608,-0.0139,0.3747,0.5055,0.629
0.145449,-0.0158,0.3698,0.4993,0.622
0.155060,-0.0172,0.3622,0.4899,0.610
0.165836,-0.0159,0.3500,0.4743,0.590
0.180240,-0.0142,0.3316,0.4503,0.559
0.186701,-0.0121,0.3063,0.4167,0.517
0.196023,-0.0097,0.2744,0.3735,0.464
0.205773,-0.0065,0.2193,0.2971,0.369
0.216300,-0.0036,0.1608,0.2168,0.270
0.226124,-0.0014,0.0990,0.1330,0.166
0.237710,-0.0002,0.0338,0.0452,0.056
0.246528,-0.0002,-0.0510,-0.0674,0.084
0.264087,-0.0017,-0.1380,-0.1806,0.227
0.266993,-0.0048,-0.2265,-0.2935,0.371
0.277054,-0.0093,-0.3194,-0.4101,0.520
0.287387,-0.0148,-0.4162,-0.5293,0.674
0.297218,-0.0205,-0.5148,-0.6484,0.828
0.307555,-0.0214,-0.6134,-0.7651,0.981
0.317594,-0.0208,-0.7095,-0.8759,1.127
0.327740,-0.0180,-0.8000,-0.9765,1.262
0.338111,-0.0122,-0.8407,-1.0135,1.317
0.347563,-0.0057,-0.8505,-1.0186,1.327
0.363421,0.0007,-0.7986,-0.9509,1.242
0.368347,0.0053,-0.6879,-0.8158,1.067
0.378863,0.0072,-0.5153,-0.6067,0.796
0.388565,0.0053,-0.2697,-0.3141,0.414
0.398995,-0.0014,0.0591,0.0682,0.090
0.409238,-0.0079,0.4885,0.5643,0.746
0.419455,0.0002,0.9677,1.1306,1.488
0.429307,0.0355,1.4983,1.7708,2.320
0.439040,0.0916,2.0332,2.4287,3.169
0.449062,0.1660,2.5804,3.1214,4.053
0.463645,0.2523,3.1041,3.7730,4.892
0.469508,0.3463,3.6018,4.3621,5.668
0.479619,0.4436,4.0713,4.8693,6.363
0.489492,0.5258,4.5165,5.2961,6.980
0.500123,0.6093,4.9390,5.6437,7.524
0.509759,0.6955,5.3403,5.9162,8.000
0.520862,0.7795,5.7239,6.1323,8.425
0.530564,0.8461,6.0633,6.3152,8.796
0.540373,0.9075,6.3366,6.3976,9.050
0.550571,0.9623,6.5381,6.4206,9.214
0.563438,1.0082,6.6434,6.3639,9.255
0.570694,1.0438,6.6422,6.2256,9.163
0.581327,1.0669,6.5204,6.0060,8.929
0.591004,1.0730,6.2556,5.6657,8.508
0.602904,1.0598,5.8595,5.2239,7.921
0.611674,0.9915,5.3295,4.6485,7.141
0.621400,0.8776,4.7163,3.9936,6.242
0.631584,0.7213,3.9790,3.2506,5.188
0.641696,0.5604,3.1817,2.5033,4.087
0.664776,0.3967,2.3254,1.7595,2.943
0.666489,0.2292,1.4373,1.0392,1.788
0.672539,0.0738,0.5179,0.3614,0.636
0.682634,-0.0480,-0.3945,-0.2665,0.478
0.692153,-0.1306,-1.2698,-0.8420,1.529
0.702642,-0.1682,-2.1002,-1.3914,2.525
0.712663,-0.1740,-2.8937,-1.9396,3.488
0.722984,-0.1695,-3.6232,-2.5084,4.410
0.734261,-0.1696,-4.3389,-3.0462,5.304
0.743353,-0.1502,-4.9681,-3.6356,6.158
0.764104,-0.1031,-5.5481,-4.1738,6.944
0.765691,-0.0171,-6.1143,-4.6486,7.681
0.773496,0.1305,-6.7875,-4.8190,8.325
0.783670,-0.0483,-7.7964,-4.2951,8.901
0.793801,-0.8620,-9.1960,-1.5015,9.358
0.803906,-2.5527,-4.2542,8.0731,9.476
0.813650,-2.3642,1.4514,8.8205,9.246
0.823912,-2.1679,2.4683,8.3533,8.976
0.834354,-2.2274,2.6528,8.0896,8.800
0.844512,-2.2946,2.1266,8.0737,8.659
0.855236,-2.3295,1.3177,8.1023,8.533
0.864643,-2.6931,0.2950,8.0048,8.451
0.875755,-3.1537,-0.9307,7.6582,8.334
0.886045,-3.5362,-2.2358,7.0597,8.206
0.894826,-3.6474,-3.1860,6.3687,8.001
0.905444,-3.5456,-4.0486,5.5535,7.733
0.915909,-3.2054,-4.8141,4.6796,7.440
0.925476,-2.5996,-5.4557,3.7479,7.111
0.936257,-2.0015,-5.8076,2.6291,6.682
0.946667,-1.3290,-5.7472,1.5526,6.100
0.956357,-0.7869,-5.2135,0.6259,5.310
0.966199,-0.3547,-4.2957,-0.0282,4.310
0.976226,-0.0788,-3.1111,-0.3553,3.132
0.985999,0.0476,-1.6932,-0.3559,1.731
0.996961,0.0091,-0.1362,-0.0389,0.142
1.006623,-0.1386,1.4470,0.4932,1.535
1.016911,-0.3427,2.9903,1.1352,3.217
1.027060,-0.5574,4.4611,1.8325,4.855
1.037186,-0.7490,5.8274,2.5175,6.392
1.048193,-0.9031,7.0773,3.1997,7.819
1.057361,-1.0206,8.2130,3.8343,9.121
1.067702,-1.1185,9.2008,4.4196,10.268
1.077393,-1.1765,10.0749,4.9511,11.287
1.088094,-1.2205,10.7873,5.4145,12.131
1.097692,-1.2543,11.3815,5.8308,12.850
1.107928,-1.2742,11.7756,6.1551,13.348
1.119770,-1.2562,11.9826,6.3921,13.639
1.128790,-1.2009,11.9837,6.5036,13.688
1.139203,-1.1332,11.7656,6.4795,13.480
1.149088,-1.0167,11.3145,6.3092,12.994
1.158851,-0.8916,10.6315,6.0041,12.242
1.171469,-0.7492,9.7061,5.5022,11.182
1.178891,-0.5754,8.5754,4.8534,9.870
1.188956,-0.3834,7.2343,4.0222,8.286
1.199056,-0.2101,5.7370,3.1152,6.532
1.209152,-0.0702,4.1678,2.1880,4.708
1.219046,0.0106,2.5339,1.2772,2.838
1.229360,0.0219,0.8801,0.4195,0.975
1.239421,-0.0324,-0.7351,-0.3245,0.804
1.249784,-0.1410,-2.3333,-0.9061,2.507
1.259504,-0.2933,-3.8716,-1.2347,4.074
1.270351,-0.5219,-5.3484,-1.1521,5.496
1.280374,-0.7755,-6.6773,-0.4232,6.735
1.289920,-1.1139,-7.4836,1.6124,7.736
1.300332,-1.4341,-6.2786,5.3473,8.371
1.310808,-1.4436,-1.9848,8.0794,8.444
1.320425,-1.1088,1.6253,7.9548,8.195
1.331009,-0.8209,3.3865,7.0427,7.858
1.340391,-0.6582,4.1031,6.3533,7.592
1.350784,-0.5640,4.4956,5.8665,7.412
1.361371,-0.5075,4.6426,5.6254,7.311
1.370996,-0.6217,4.8931,5.4609,7.359
1.381835,-0.7932,5.0102,5.5304,7.504
1.391562,-1.0801,5.2647,5.6092,7.768
1.402383,-1.5788,5.2966,5.9500,8.121
1.411902,-2.5560,5.0271,6.4236,8.548
1.421737,-4.8993,2.8907,7.0044,9.023
1.431883,-6.7079,-5.0522,3.6789,9.168
1.442504,-3.5798,-7.7137,-1.3346,8.608
1.455836,-1.7621,-7.0001,-2.6472,7.689
1.462644,-0.9312,-5.8556,-2.7670,6.543
1.473053,-0.4916,-4.5828,-2.4304,5.211
1.483078,-0.2238,-3.2709,-1.8358,3.757
1.493113,-0.0804,-1.9022,-1.1091,2.203
1.503015,-0.0091,-0.5399,-0.3180,0.627
1.512876,-0.0051,0.7869,0.4686,0.916
1.522979,-0.0617,2.1265,1.2633,2.474
1.533467,-0.1616,3.4628,2.0517,4.028
1.543557,-0.2901,4.7508,2.8170,5.531
1.556254,-0.4370,6.0232,3.5556,7.008
1.564225,-0.5919,7.2578,4.2769,8.445
1.573829,-0.7198,8.4661,4.9600,9.838
1.585745,-0.8182,9.5624,5.6068,11.115
1.594446,-0.8811,10.5871,6.2042,12.303
1.604195,-0.9068,11.4778,6.7287,13.336
1.614005,-0.9228,12.2301,7.1861,14.215
1.624768,-0.9027,12.8252,7.5479,14.909
1.636051,-0.8712,13.2202,7.8233,15.386
1.645894,-0.8274,13.3856,7.9434,15.587
1.655596,-0.7481,13.3066,7.8902,15.488
1.665949,-0.6601,12.9701,7.6661,15.081
1.675541,-0.5670,12.3849,7.2757,14.375
1.685713,-0.4745,11.6004,6.7770,13.443
1.695480,-0.3845,10.6478,6.1629,12.309
1.706307,-0.3034,9.5832,5.5184,11.063
1.716316,-0.2260,8.4578,4.8346,9.745
1.726350,-0.1322,7.2462,4.1279,8.340
1.735750,-0.0493,6.0092,3.3866,6.898
1.746519,0.0182,4.7202,2.6374,5.407
1.756939,0.0626,3.4162,1.8858,3.903
1.766843,0.0740,2.0727,1.1310,2.362
1.777010,0.0369,0.7263,0.3902,0.825
1.786822,-0.0377,-0.5905,-0.3089,0.667
1.796853,-0.1372,-1.8817,-0.9436,2.110
1.806819,-0.2364,-3.1281,-1.4942,3.475
1.817372,-0.3335,-4.3192,-1.9338,4.744
1.827805,-0.3564,-5.4683,-2.2211,5.913
1.837824,-0.2842,-6.5635,-2.2592,6.947
1.847618,0.0007,-7.6042,-1.9015,7.838
1.857519,0.7949,-8.5001,-0.7530,8.570
1.869518,2.8167,-8.2860,2.4313,9.083
1.877812,5.1663,-3.2799,6.9027,9.225
1.888001,4.4054,1.6938,7.6998,9.031
1.898602,3.7287,3.2789,7.2866,8.818
