linear_ax_m/s^2,linear_ay_m/s^2,linear_az_m/s^2,linear_at_m/s^2,linear_time,wx_rad/s,wy_rad/s,wz_rad/s,activity
-0.008311555737035525,0.6856902204981625,0.1868884442629645,0.7108844426296447,0.001428,0.12,-0.0,-0.0,jumping
-0.008393237850801066,0.6849142404173899,0.18680676214919895,0.7100676214919893,0.0034283949661181026,0.10712993450524795,0.0,0.0,jumping
-0.008474919964566606,0.6841382603366173,0.1867250800354334,0.7092508003543339,0.005428789932236205,0.09398385586701288,0.0,0.0,jumping
-0.008556602078332148,0.6833622802558447,0.18664339792166784,0.7084339792166785,0.007429184898354308,0.09,0.0,0.0,jumping
-0.008638284192097688,0.6825863001750719,0.18656171580790232,0.707617158079023,0.00942957986447241,0.09,0.0,0.0,jumping
-0.008702428481900126,0.6818712904592933,0.18647814366289886,0.7068785759049936,0.011429974830590514,0.09,0.0,0.0,jumping
-0.008712363396060137,0.6813447400088127,0.18638872943545876,0.7063818301969931,0.013430369796708615,0.09,0.0,0.0,jumping
-0.008722298310220148,0.6808181895583322,0.18629931520801868,0.7058850844889926,0.015430764762826718,0.09,0.0,0.0,jumping
-0.008732233224380158,0.6802916391078516,0.18620990098057857,0.705388338780992,0.01743115972894482,0.0853284013173412,0.0,0.0,jumping
-0.008742168138540169,0.6797650886573711,0.18612048675313847,0.7048915930729915,0.01943155469506292,0.07906983278822707,0.0,0.0,jumping
-0.008752103052700178,0.6792385382068905,0.1860310725256984,0.704394847364991,0.021431949661181025,0.07281126425911294,0.0,0.0,jumping
-0.00876203796686019,0.67871198775641,0.1859416582982583,0.7038981016569905,0.023432344627299127,0.06655269572999882,0.0,0.0,jumping
-0.0087719728810202,0.6781854373059294,0.18585224407081818,0.70340135594899,0.025432739593417228,0.0602941272008847,0.0,0.0,jumping
-0.00878190779518021,0.6776588868554488,0.1857628298433781,0.7029046102409895,0.027433134559535333,0.05403555867177056,0.0,0.0,jumping
-0.008791842709340221,0.6771323364049683,0.185673415615938,0.702407864532989,0.029433529525653434,0.05,0.0,0.0,jumping
-0.008849919733859351,0.6745035317101886,0.18520064212912518,0.6995040133070325,0.03143392449177154,0.05,0.0,0.0,jumping
-0.008882721134246872,0.6716088453698749,0.18467904793972809,0.6963088453698748,0.03343431945788964,0.05,0.0,0.0,jumping
-0.008861662128392381,0.6707664851356953,0.18453163489874666,0.6954664851356952,0.035434714424007745,0.05,0.0,0.0,jumping
-0.00884060312253789,0.6699241249015156,0.18438422185776523,0.6946241249015156,0.03743510939012584,0.03963936266696741,0.0,0.0,jumping
-0.0088195441166834,0.6690817646673359,0.1842368088167838,0.6937817646673359,0.03943550435624395,0.028055181799571765,0.0,0.0,jumping
-0.008797945469412307,0.6682774001635354,0.18409794546941233,0.692979454694123,0.04143589932236205,0.01647100093217612,0.0,0.0,jumping
-0.00876938471889663,0.6679632319078629,0.18406938471889664,0.6926938471889662,0.04343629428848015,0.004886820064780521,0.0,0.0,jumping
-0.00874082396838095,0.6676490636521905,0.18404082396838095,0.6924082396838095,0.045436689254598255,-0.0066973608026151266,0.0,0.0,jumping
-0.008712263217865272,0.667334895396518,0.1840122632178653,0.6921226321786527,0.04743708422071636,-0.01,0.0,0.0,jumping
-0.008683702467349595,0.6670207271408456,0.1839837024673496,0.6918370246734958,0.04943747918683446,-0.01,0.0,0.0,jumping
-0.008655141716833915,0.666706558885173,0.18395514171683391,0.6915514171683391,0.05143787415295256,-0.01,0.0,0.0,jumping
-0.008626580966318237,0.6663923906295006,0.18392658096631825,0.6912658096631823,0.05343826911907067,-0.01,0.0,0.0,jumping
-0.008595607030407452,0.6660714456976484,0.18390439296959255,0.6909780351520373,0.05543866408518877,-0.01,0.0,0.0,jumping
-0.008532233199705152,0.6656595157980835,0.18396776680029486,0.6906611659985257,0.05743905905130687,-0.0139341283111854,0.0,0.0,jumping
-0.008468859369002851,0.6652475858985185,0.18403114063099715,0.6903442968450142,0.059439454017424974,-0.02220022321249989,0.0,0.0,jumping
-0.00840548553830055,0.6648356559989536,0.18409451446169947,0.6900274276915027,0.06143984898354308,-0.030466318113814374,0.0,0.0,jumping
-0.008324220053927996,0.664818944986518,0.184213669919108,0.69,0.06344024394966118,-0.038732413015128836,0.0,0.0,jumping
-0.008241259142943316,0.6648396852142642,0.18433811128558503,0.69,0.06544063891577928,-0.04699850791644332,0.0,0.0,jumping
-0.008158298231958636,0.6648604254420103,0.18446255265206205,0.69,0.06744103388189739,-0.05526460281775781,0.0,0.0,jumping
-0.008075337320973956,0.6648811656697565,0.18458699401853906,0.69,0.06944142884801549,-0.06,0.0,0.0,jumping
-0.007992920322968089,0.6649123894348059,0.1847159292733218,0.6900176991925797,0.0714418238141336,-0.06,0.0,0.0,jumping
-0.007915878344685089,0.6650472128968011,0.18488927372445854,0.6902103041382872,0.07344221878025169,-0.06,0.0,0.0,jumping
-0.007838836366402088,0.6651820363587964,0.1850626181755953,0.6904029090839947,0.07544261374636979,-0.06,0.0,0.0,jumping
-0.007761794388119087,0.6653168598207916,0.18523596262673206,0.6905955140297022,0.0774430087124879,-0.06287415672863064,0.0,0.0,jumping
-0.0076847524098360865,0.6654516832827868,0.1854093070778688,0.6907881189754097,0.079443403678606,-0.06858358960690514,0.0,0.0,jumping
-0.007607710431553087,0.665586506744782,0.18558265152900555,0.6909807239211172,0.0814437986447241,-0.07429302248517963,0.0,0.0,jumping
-0.007512544033674591,0.6658098943191809,0.18579240312591588,0.6913498238653016,0.08344419361084221,-0.08000245536345413,0.0,0.0,jumping
