linear_ax_m/s^2,linear_ay_m/s^2,linear_az_m/s^2,linear_at_m/s^2,linear_time,wx_rad/s,wy_rad/s,wz_rad/s,activity
0.0008,-0.0172860199625169,-0.2683462195876867,0.2688601996251697,8.98759916025641,0.0,0.0,0.0,still
0.0008,-0.0173051120433883,-0.2686226890413195,0.2691022408677662,8.989599709935897,0.0,0.0,0.0,still
0.0008,-0.0173244186413374,-0.2690860473920984,0.2694883728267487,8.991600259615385,0.0,0.0,0.0,still
0.0008,-0.0173437252392865,-0.269549405742877,0.2698745047857309,8.993600809294872,0.0,0.0,0.0,still
0.0008,-0.0173630318372356,-0.2700127640936556,0.270260636744713,8.995601358974358,0.0,0.0,0.0,still
0.0008,-0.0173823384351847,-0.2704761224444346,0.2706467687036955,8.997601908653847,0.0,0.0,0.0,still
0.0008,-0.0174022931100199,-0.2709263707652294,0.2710343966502992,8.999602458333333,0.0,0.0,0.0,still
0.0008,-0.0174292057309856,-0.2712358659063351,0.271438085964785,9.00160300801282,0.0,0.0,0.0,still
0.0008,-0.0174561183519514,-0.2715453610474412,0.2718417752792711,9.003603557692308,0.0,0.0,0.0,still
0.0008,-0.0174830309729171,-0.271854856188547,0.272245464593757,9.005604107371795,0.0,0.0,0.0,still
0.0008,-0.0175099435938828,-0.2721643513296528,0.2726491539082428,9.007604657051282,0.0,0.0,0.0,still
0.0008,-0.0175368562148485,-0.2724738464707588,0.2730528432227289,9.00960520673077,0.0,0.0,0.0,still
0.0008,-0.0175637688358143,-0.2727833416118645,0.2734565325372147,9.011605756410257,0.0,0.0,0.0,still
0.0008,-0.01759068145678,-0.2730928367529703,0.2738602218517005,9.013606306089743,0.0,0.0,0.0,still
0.0008,-0.0176267181975328,-0.2738412367407878,0.2745343639506565,9.015606855769231,0.0,0.0,0.0,still
0.0008,-0.0176675874453262,-0.274822098687829,0.2753517489065242,9.017607405448718,0.0,0.0,0.0,still
0.0008,-0.0177041304642606,-0.2756660874281706,0.2760826092852134,9.019607955128205,0.0,0.0,0.0,still
0.0008,-0.0177240920455766,-0.2759854727292265,0.2764818409115331,9.021608504807691,0.0,0.0,0.0,still
0.0008,-0.0177440536268926,-0.2763048580302821,0.2768810725378526,9.02360905448718,0.0,0.0,0.0,still
0.0008,-0.0177640152082086,-0.2766242433313376,0.277280304164172,9.025609604166666,0.0,0.0,0.0,still
0.0008,-0.0177839767895245,-0.2769436286323934,0.2776795357904918,9.027610153846156,0.0,0.0,0.0,still
0.0007961963618999,-0.0178038036381,-0.2772038036381,0.278,9.02961070352564,0.0,0.0,0.0,still
0.0007769176717247,-0.0178230823282753,-0.2772230823282753,0.278,9.031611253205128,0.0,0.0,0.0,still
0.0007576389815494,-0.0178423610184505,-0.2772423610184505,0.278,9.033611802884616,0.0,0.0,0.0,still
0.0007383602913741,-0.0178616397086258,-0.2772616397086258,0.278,9.035612352564105,0.0,0.0,0.0,still
0.0007190816011989,-0.017880918398801,-0.2772809183988011,0.278,9.03761290224359,0.0,0.0,0.0,still
0.0007,-0.0179,-0.277298799300015,0.2779979988333583,9.039613451923078,0.0,0.0,0.0,still
0.0007,-0.0179,-0.277181350199458,0.2778022503324301,9.041614001602564,0.0,0.0,0.0,still
0.0007,-0.0179,-0.2770639010989011,0.2776065018315019,9.043614551282053,0.0,0.0,0.0,still
0.0007,-0.0179,-0.276946451998344,0.2774107533305735,9.04561510096154,0.0,0.0,0.0,still
0.0007,-0.0179,-0.2768290028977871,0.2772150048296453,9.047615650641026,0.0,0.0,0.0,still
0.0007,-0.0179,-0.2767115537972302,0.277019256328717,9.049616200320513,0.0,0.0,0.0,still
0.0006813392302917,-0.0179,-0.2765880353817504,0.277,9.05161675,0.0,0.0,0.0,still
0.0006606424614164,-0.0179,-0.2764638547684986,0.277,9.053617299679487,0.0,0.0,0.0,still
0.0006399456925411,-0.0179,-0.2763396741552468,0.277,9.055617849358974,0.0,0.0,0.0,still
