linear_ax_m/s^2,linear_ay_m/s^2,linear_az_m/s^2,linear_at_m/s^2,linear_time,wx_rad/s,wy_rad/s,wz_rad/s,activity
0.0292,0.7503,0.1537,0.766,0.001202,0.0,-0.0,-0.0,standing
0.0292277865825016,0.7502235868981204,0.1539848124706418,0.766,0.0032022968907846,0.0,-0.0,-0.0,standing
0.0293225873830127,0.7499628846967149,0.1549565206758807,0.766,0.0052025937815692,0.0,-0.0,-0.0,standing
0.0294173881835238,0.7497021824953093,0.1559282288811197,0.766,0.0072028906723538,0.0,-0.0,-0.0,standing
0.0295121889840349,0.7494414802939038,0.1568999370863587,0.766,0.0092031875631384,0.0,-0.0,-0.0,standing
0.0295964010626177,0.7491856042504711,0.1578151155370052,0.7659928021252356,0.011203484453923,0.0,-0.0,-0.0,standing
0.0295475895230671,0.7489903580922687,0.1580201240031179,0.7658951790461344,0.0132037813447076,0.0,-0.0,-0.0,standing
0.0294987779835165,0.7487951119340661,0.1582251324692305,0.7657975559670331,0.0152040782354922,0.0,-0.0,-0.0,standing
0.0294499664439659,0.7485998657758637,0.1584301409353431,0.7656999328879318,0.0172043751262768,0.0,-0.0,-0.0,standing
0.0294011549044152,0.7484046196176611,0.1586351494014557,0.7656023098088306,0.0192046720170614,0.0,-0.0,-0.0,standing
0.0293523433648646,0.7482093734594586,0.1588401578675684,0.7655046867297294,0.021204968907846,0.01,0.0,0.0,standing
0.029303531825314,0.7480141273012562,0.159045166333681,0.765407063650628,0.0232052657986306,0.0063027340191995,0.0,-0.0036972659808004,standing
0.0292547202857634,0.7478188811430536,0.1592501747997936,0.7653094405715268,0.0252055626894152,0.0022037649807065,0.0,-0.0077962350192934,standing
0.0292059087462127,0.7476236349848512,0.1594551832659062,0.7652118174924256,0.0272058595801998,0.0,0.0,-0.01,standing
0.0291570972066621,0.7474283888266486,0.1596601917320189,0.7651141944133244,0.0292061564709844,0.0,0.0,-0.01,standing
0.0291082856671115,0.7472331426684461,0.1598652001981315,0.7650165713342231,0.031206453361769,0.0,0.0,-0.01,standing
0.029158984146268,0.7443539048776086,0.1617230475611957,0.7618359365850723,0.0332067502525536,0.0,0.0,-0.01,standing
0.0290489689174272,0.7436938135045634,0.1620530932477183,0.7613958756697089,0.0352070471433382,0.0,0.0,-0.01,standing
0.0289389536885863,0.7430337221315182,0.1623831389342409,0.7609558147543455,0.0372073440341228,0.0,0.0,-0.01,standing
0.0288289384597454,0.742373630758473,0.1627131846207635,0.760515753838982,0.0392076409249074,0.0,0.0,-0.01,standing
0.0287189232309046,0.7417135393854278,0.1630432303072861,0.7600756929236185,0.041207937815692,0.0,0.0,-0.01,standing
0.0285777686563485,0.741369118573103,0.1631814875624342,0.7597283747918858,0.0432082347064766,0.0,0.0,-0.01,standing
0.0284301452695748,0.7410902743980858,0.1632799031536168,0.7594003228212773,0.0452085315972612,0.0,0.0,-0.01,standing
0.028282521882801,0.7408114302230686,0.1633783187447993,0.759072270850669,0.0472088284880458,0.0,0.0,-0.01,standing
0.0281348984960272,0.7405325860480515,0.1634767343359818,0.7587442188800606,0.0492091253788304,0.0,0.0,-0.01,standing
