linear_ax_m/s^2,linear_ay_m/s^2,linear_az_m/s^2,linear_at_m/s^2,linear_time,wx_rad/s,wy_rad/s,wz_rad/s,activity
-0.0858,0.7672,0.1891,0.795,0.8015857097625331,-0.12,-0.14,0.0,walking
-0.0858,0.7672,0.1891,0.795,0.803585986807388,-0.12,-0.14,0.0,walking
-0.0858,0.7672,0.1891,0.795,0.8055862638522429,-0.12,-0.14,0.0,walking
-0.0858,0.7672,0.1891,0.795,0.8075865408970978,-0.12,-0.14,0.0,walking
-0.0858,0.7672,0.1891,0.795,0.8095868179419526,-0.12,-0.14,0.0,walking
-0.0858,0.7672,0.1891,0.795,0.8115870949868075,-0.12,-0.14,0.0,walking
-0.0858,0.7672,0.1891,0.795,0.8135873720316624,-0.11799807345981468,-0.13599614691962938,-0.002001926540185312,walking
-0.0858,0.7672,0.1891,0.795,0.8155876490765173,-0.11582338652259483,-0.13164677304518965,-0.004176613477405174,walking
-0.0858,0.7672,0.1891,0.795,0.8175879261213722,-0.11364869958537484,-0.1272973991707497,-0.006351300414625155,walking
-0.0858,0.7672,0.1891,0.795,0.819588203166227,-0.11147401264815499,-0.12294802529630997,-0.008525987351845015,walking
-0.0858,0.7672,0.1891,0.795,0.8215884802110819,-0.11,-0.12,-0.01,walking
-0.0858,0.7672,0.1891,0.795,0.8235887572559368,-0.11,-0.12,-0.01,walking
-0.0858,0.7672,0.1891,0.795,0.8255890343007917,-0.11,-0.12,-0.01,walking
-0.0858,0.7672,0.1891,0.795,0.8275893113456466,-0.11,-0.12,-0.01,walking
-0.0858,0.7672,0.1891,0.795,0.8295895883905015,-0.11,-0.12,-0.01,walking
-0.0858,0.7672,0.1891,0.795,0.8315898654353563,-0.10867795520742002,-0.11603386562226004,-0.010661022396289995,walking
-0.0858,0.7672,0.1891,0.795,0.8335901424802112,-0.10511335208017249,-0.10534005624051744,-0.012443323959913759,walking
-0.0858,0.7672,0.1891,0.795,0.8355904195250661,-0.10154874895292515,-0.09464624685877546,-0.014225625523537424,walking
-0.0858,0.7672,0.1891,0.795,0.837590696569921,-0.09798414582567762,-0.08395243747703288,-0.01600792708716119,walking
-0.0858,0.7672,0.1891,0.795,0.8395909736147759,-0.0944195426984303,-0.07325862809529088,-0.017790228650784855,walking
-0.0858,0.7672,0.1891,0.795,0.8415912506596307,-0.09085493957118296,-0.06256481871354888,-0.01957253021440852,walking
-0.0858,0.7672,0.1891,0.795,0.8435915277044856,-0.09,-0.06,-0.02,walking
-0.0858,0.7672,0.1891,0.795,0.8455918047493405,-0.09,-0.06,-0.02,walking
-0.0858,0.7672,0.1891,0.795,0.8475920817941954,-0.09,-0.06,-0.02,walking
-0.0858,0.7672,0.1891,0.795,0.8495923588390503,-0.09,-0.06,-0.02,walking
-0.0858,0.7672,0.1891,0.795,0.8515926358839051,-0.08795361708925213,-0.056418829906191244,-0.02102319145537393,walking
-0.0858,0.7672,0.1891,0.795,0.85359291292876,-0.08127210712731497,-0.04472618747280122,-0.024363946436342508,walking
-0.0858,0.7672,0.1891,0.795,0.8555931899736149,-0.07459059716537819,-0.033033545039411846,-0.0277047014173109,walking
-0.0858,0.7672,0.1891,0.795,0.8575934670184698,-0.06790908720344105,-0.021340902606021825,-0.031045456398279478,walking
-0.0858,0.7672,0.1891,0.795,0.8595937440633247,-0.06122757724150425,-0.009648260172632449,-0.03438621137924787,walking
-0.0858,0.7672,0.1891,0.795,0.8615940211081795,-0.05454606727956747,0.0020443822607569204,-0.03772696636021627,walking
-0.0858,0.7672,0.1891,0.795,0.8635942981530345,-0.05,0.01,-0.04,walking
-0.0858,0.7672,0.1891,0.795,0.8655945751978893,-0.05,0.01,-0.04,walking
-0.0858,0.7672,0.1891,0.795,0.8675948522427442,-0.05,0.01,-0.04,walking
-0.0858,0.7672,0.1891,0.795,0.8695951292875991,-0.05,0.01,-0.04,walking
-0.0858,0.7672,0.1891,0.795,0.8715954063324539,-0.049914861470679694,0.01008513852932031,-0.040063853896990236,walking
-0.0858,0.7672,0.1891,0.795,0.8735956833773089,-0.04231430273654858,0.017685697263451428,-0.04576427294758857,walking
-0.0858,0.7672,0.1891,0.795,0.8755959604221637,-0.034713744002417876,0.02528625599758212,-0.051464691998186596,walking
-0.0858,0.7672,0.1891,0.795,0.8775962374670186,-0.027113185268286762,0.03288681473171324,-0.05716511104878494,walking
-0.0858,0.7672,0.1891,0.795,0.8795965145118735,-0.019512626534156065,0.04048737346584394,-0.06286553009938296,walking
-0.0858,0.7672,0.1891,0.795,0.8815967915567283,-0.01191206780002537,0.048087932199974634,-0.06856594914998099,walking
-0.0858,0.7672,0.1891,0.795,0.8835970686015833,-0.01,0.05,-0.07,walking
-0.0858,0.7672,0.1891,0.795,0.8855973456464381,-0.01,0.05,-0.07,walking
-0.0858,0.7672,0.1891,0.795,0.887597622691293,-0.01,0.05,-0.07,walking
-0.0858,0.7672,0.1891,0.795,0.8895978997361479,-0.01,0.05,-0.07,walking
-0.0858,0.7672,0.1891,0.795,0.8915981767810027,-0.01,0.05,-0.07,walking
-0.0858,0.7672,0.1891,0.795,0.8935984538258577,-0.003863212468197763,0.05306839376590112,-0.07306839376590113,walking
-0.0858,0.7672,0.1891,0.795,0.8955987308707125,0.004043802236238797,0.0570219011181194,-0.0770219011181194,walking
-0.0858,0.7672,0.1891,0.795,0.8975990079155675,0.011950816940675795,0.0609754084703379,-0.0809754084703379,walking
-0.0858,0.7672,0.1891,0.795,0.8995992849604223,0.01985783164511236,0.06492891582255618,-0.08492891582255618,walking
-0.0858,0.7672,0.1891,0.795,0.9015995620052771,0.027764846349548913,0.06888242317477447,-0.08888242317477446,walking
-0.0858,0.7672,0.1891,0.795,0.9035998390501321,0.03,0.07,-0.09,walking
-0.0858,0.7672,0.1891,0.795,0.9056001160949869,0.03,0.07,-0.09,walking
-0.0858,0.7672,0.1891,0.795,0.9076003931398419,0.03,0.07,-0.09,walking
-0.0858,0.7672,0.1891,0.795,0.9096006701846967,0.03,0.07,-0.09,walking
