time,wx (rad/s),wy (rad/s),wz (rad/s)
0.001130,-0.01,-0.02,0.04
0.008363,-0.00,-0.01,0.02
0.027915,-0.00,-0.01,0.02
0.028693,-0.00,-0.00,0.01
0.038710,-0.00,-0.00,0.01
0.048979,-0.00,-0.00,0.00
0.059287,-0.00,-0.00,0.00
0.071151,-0.00,-0.00,0.00
0.079312,-0.00,-0.00,0.00
0.089788,0.00,0.01,0.01
0.100183,0.00,0.01,0.01
0.109810,0.01,0.03,0.03
0.121096,0.01,0.03,0.03
0.129898,0.01,0.03,0.05
0.140611,0.01,0.03,0.05
0.150492,0.01,0.03,0.07
0.160370,0.01,0.03,0.07
0.170933,0.01,0.03,0.07
0.180819,0.01,0.03,0.07
0.193370,0.00,0.02,0.06
0.201417,0.00,0.02,0.06
0.211082,0.00,0.01,0.04
0.221461,0.00,0.01,0.04
0.231252,0.00,0.00,0.02
0.241624,0.00,0.00,0.02
0.251771,-0.01,-0.00,-0.01
0.261996,-0.01,-0.00,-0.01
0.272080,-0.01,-0.01,-0.07
0.281920,-0.01,-0.01,-0.07
0.296304,-0.01,-0.00,-0.13
0.302696,-0.01,-0.00,-0.13
0.312309,0.00,-0.00,-0.16
0.322383,0.00,-0.00,-0.16
0.332701,0.01,-0.00,-0.16
0.342832,0.01,-0.00,-0.16
0.353818,0.01,-0.01,-0.13
0.362951,0.01,-0.01,-0.13
0.373217,0.01,-0.01,-0.07
0.383331,0.01,-0.01,-0.07
0.395947,0.01,-0.01,-0.03
0.403976,0.01,-0.01,-0.03
0.413824,0.01,-0.01,-0.02
0.424018,0.01,-0.01,-0.02
0.434195,0.00,-0.01,-0.01
0.444042,0.00,-0.01,-0.01
0.454168,0.00,-0.00,-0.00
0.464850,0.00,-0.00,-0.00
0.474486,0.00,-0.00,-0.00
0.496235,0.00,-0.00,-0.00
0.497496,0.00,-0.00,-0.00
0.504983,0.00,-0.00,-0.00
0.515412,0.00,-0.00,-0.00
0.525525,0.00,-0.00,-0.00
0.536264,0.00,0.00,-0.00
0.545501,0.00,0.00,-0.00
0.555630,0.00,0.01,-0.00
0.565980,0.00,0.01,-0.00
0.576008,-0.00,0.02,0.00
0.596104,-0.00,0.02,0.00
