time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002087,0.0184,-0.0298,-0.1720,0.176
0.006428,0.0203,-0.0284,-0.1693,0.173
0.014435,0.0232,-0.0263,-0.1694,0.173
0.030247,0.0258,-0.0240,-0.1714,0.175
0.036100,0.0292,-0.0211,-0.1744,0.178
0.045140,0.0313,-0.0189,-0.1752,0.179
0.064494,0.0336,-0.0166,-0.1771,0.181
0.065556,0.0352,-0.0142,-0.1783,0.182
0.075297,0.0357,-0.0117,-0.1798,0.184
0.086052,0.0363,-0.0105,-0.1807,0.185
0.095916,0.0373,-0.0079,-0.1814,0.185
0.105841,0.0375,-0.0059,-0.1821,0.186
0.115664,0.0377,-0.0042,-0.1823,0.186
0.126293,0.0362,-0.0039,-0.1796,0.183
0.136658,0.0343,-0.0041,-0.1756,0.179
0.146055,0.0336,-0.0052,-0.1703,0.174
0.156599,0.0337,-0.0069,-0.1652,0.169
0.166630,0.0335,-0.0088,-0.1635,0.167
0.181501,0.0337,-0.0099,-0.1636,0.167
0.186799,0.0337,-0.0102,-0.1662,0.170
0.197494,0.0334,-0.0117,-0.1672,0.171
0.207211,0.0325,-0.0121,-0.1683,0.172
0.217455,0.0310,-0.0123,-0.1701,0.173
0.227950,0.0293,-0.0134,-0.1721,0.175
0.237909,0.0271,-0.0151,-0.1746,0.177
0.247496,0.0262,-0.0169,-0.1772,0.180
0.263442,0.0257,-0.0187,-0.1787,0.182
0.267884,0.0262,-0.0207,-0.1794,0.183
0.278562,0.0275,-0.0221,-0.1790,0.182
0.288400,0.0289,-0.0237,-0.1785,0.182
0.298738,0.0296,-0.0248,-0.1782,0.182
0.308425,0.0295,-0.0250,-0.1779,0.182
0.320042,0.0297,-0.0253,-0.1774,0.182
0.329213,0.0315,-0.0252,-0.1793,0.184
0.339082,0.0338,-0.0244,-0.1819,0.187
0.349531,0.0345,-0.0231,-0.1865,0.191
0.363892,0.0344,-0.0219,-0.1930,0.197
0.369029,0.0335,-0.0203,-0.1984,0.202
0.379459,0.0319,-0.0205,-0.2027,0.206
0.389607,0.0313,-0.0222,-0.2053,0.209
0.399848,0.0320,-0.0234,-0.2085,0.212
0.409693,0.0329,-0.0249,-0.2118,0.216
0.419832,0.0339,-0.0263,-0.2139,0.218
0.430038,0.0352,-0.0271,-0.2152,0.220
0.440032,0.0361,-0.0262,-0.2160,0.221
0.450379,0.0369,-0.0249,-0.2182,0.223
0.463664,0.0373,-0.0229,-0.2201,0.224
0.470329,0.0360,-0.0206,-0.2219,0.226
0.480957,0.0348,-0.0196,-0.2235,0.227
0.490414,0.0334,-0.0179,-0.2257,0.229
