time,wx (rad/s),wy (rad/s),wz (rad/s)
0.001939,0.00,-0.00,0.00
0.010807,-0.00,0.00,-0.00
0.031228,-0.00,0.00,-0.00
0.032107,-0.00,-0.00,0.00
0.040794,-0.00,-0.00,0.00
0.053940,0.00,0.00,-0.00
0.061275,0.00,0.00,-0.00
0.071230,-0.00,-0.00,0.00
0.081698,-0.00,-0.00,0.00
0.092080,-0.00,0.00,0.00
0.102115,-0.00,0.00,0.00
0.112003,-0.00,0.00,0.00
0.127653,-0.00,0.00,0.00
0.131903,0.00,0.00,-0.00
0.142439,0.00,0.00,-0.00
0.156218,0.00,0.00,0.00
0.162697,0.00,0.00,0.00
0.172440,0.00,-0.00,-0.00
0.183447,0.00,-0.00,-0.00
0.193018,0.00,-0.00,0.00
0.203270,0.00,-0.00,0.00
0.213695,-0.00,-0.00,-0.00
0.227791,-0.00,-0.00,-0.00
0.235194,-0.00,-0.00,-0.00
0.243804,-0.00,-0.00,-0.00
0.258035,0.00,-0.00,0.00
0.263891,0.00,-0.00,0.00
0.273579,-0.00,-0.00,-0.00
0.285146,-0.00,-0.00,-0.00
0.294186,0.00,0.00,-0.00
0.304557,0.00,0.00,-0.00
0.314864,0.00,-0.00,0.00
0.328203,0.00,-0.00,0.00
0.334795,0.00,-0.00,0.00
0.344624,0.00,-0.00,0.00
0.357994,0.00,0.00,0.00
0.365325,0.00,0.00,0.00
0.375295,0.00,-0.00,0.00
0.385549,0.00,-0.00,0.00
0.396124,0.00,0.00,-0.00
0.405560,0.00,0.00,-0.00
0.415883,0.00,0.00,-0.00
0.428987,0.00,0.00,-0.00
0.436276,-0.00,0.00,0.00
0.446976,-0.00,0.00,0.00
0.458152,-0.00,0.00,0.00
0.468091,-0.00,0.00,0.00
0.476927,0.00,0.00,0.00
0.486911,0.00,0.00,0.00
0.497087,0.00,0.00,0.00
0.507390,0.00,0.00,0.00
0.528150,0.00,-0.00,0.00
0.529309,0.00,-0.00,0.00
0.537506,0.00,-0.00,-0.00
0.547579,0.00,-0.00,-0.00
0.558196,-0.00,0.00,-0.00
0.567862,-0.00,0.00,-0.00
0.578569,0.00,0.00,0.00
0.588313,0.00,0.00,0.00
0.598566,0.00,-0.00,-0.00
0.608815,0.00,-0.00,-0.00
0.628248,0.00,0.00,0.00
0.629366,0.00,0.00,0.00
0.638892,0.00,-0.00,-0.00
0.648617,0.00,-0.00,-0.00
0.659679,0.00,0.00,-0.00
0.669568,0.00,0.00,-0.00
0.679743,-0.00,0.00,0.00
0.689093,-0.00,0.00,0.00
0.700954,-0.00,-0.00,-0.00
0.709604,-0.00,-0.00,-0.00
0.720274,-0.00,0.00,0.00
0.729812,-0.00,0.00,0.00
0.745750,0.00,-0.00,-0.00
0.751013,0.00,-0.00,-0.00
0.761008,0.00,0.00,0.00
0.773142,0.00,0.00,0.00
0.780777,0.00,-0.00,0.00
0.790865,0.00,-0.00,0.00
0.801503,-0.00,-0.00,0.00
0.810868,-0.00,-0.00,0.00
0.820978,0.00,-0.00,-0.00
0.831358,0.00,-0.00,-0.00
0.845330,-0.00,-0.00,-0.00
0.851445,-0.00,-0.00,-0.00
0.861661,0.00,0.00,-0.00
0.871504,0.00,0.00,-0.00
0.882550,-0.00,0.00,0.00
0.892028,-0.00,0.00,0.00
0.902380,0.00,-0.00,-0.00
0.912814,0.00,-0.00,-0.00
0.922648,-0.00,-0.00,-0.00
0.932822,-0.00,-0.00,-0.00
0.942675,-0.00,-0.00,-0.00
0.952775,-0.00,-0.00,-0.00
0.963712,0.00,0.00,-0.00
0.972791,0.00,0.00,-0.00
0.984873,-0.00,0.00,0.00
0.993713,-0.00,0.00,0.00
1.003577,0.00,0.00,-0.00
1.014268,0.00,0.00,-0.00
1.023991,-0.00,0.00,0.00
1.040795,-0.00,0.00,0.00
1.044270,-0.00,-0.00,0.00
1.054158,-0.00,-0.00,0.00
1.064445,-0.00,-0.00,-0.00
1.074905,-0.00,-0.00,-0.00
1.085041,0.00,0.00,0.00
1.094948,0.00,0.00,0.00
1.104360,-0.00,-0.00,-0.00
1.115435,-0.00,-0.00,-0.00
1.124909,0.00,-0.00,0.00
1.140037,0.00,-0.00,0.00
1.145524,0.00,0.00,0.00
1.155124,0.00,0.00,0.00
1.166257,-0.00,0.00,0.00
1.175711,-0.00,0.00,0.00
1.185720,-0.00,-0.00,0.00
1.195914,-0.00,-0.00,0.00
1.206187,0.00,0.00,-0.00
1.222698,0.00,0.00,-0.00
1.226261,-0.00,0.00,0.00
1.242271,-0.00,0.00,0.00
1.247067,-0.00,0.00,-0.00
1.256751,-0.00,0.00,-0.00
1.268047,-0.00,-0.00,-0.00
1.277111,-0.00,-0.00,-0.00
1.287419,0.00,-0.00,-0.00
1.298140,0.00,-0.00,-0.00
1.307828,-0.00,-0.00,0.00
1.322672,-0.00,-0.00,0.00
1.327683,0.00,0.00,-0.00
1.344109,0.00,0.00,-0.00
1.347728,-0.00,-0.00,-0.00
1.358097,-0.00,-0.00,-0.00
1.368547,-0.00,0.00,-0.00
1.378339,-0.00,0.00,-0.00
1.388477,0.00,0.00,0.00
1.399068,0.00,0.00,0.00
1.409034,-0.00,0.00,-0.00
1.422931,-0.00,0.00,-0.00
1.429593,-0.00,-0.00,0.00
1.441507,-0.00,-0.00,0.00
1.449630,-0.00,0.00,0.00
1.459899,-0.00,0.00,0.00
1.469642,0.00,-0.00,0.00
1.480077,0.00,-0.00,0.00
1.489589,0.00,0.00,0.00
1.500662,0.00,0.00,0.00
1.510474,-0.00,-0.00,0.00
1.520385,-0.00,-0.00,0.00
1.530424,0.00,-0.00,-0.00
1.540553,0.00,-0.00,-0.00
1.563841,0.00,0.00,0.00
1.564984,0.00,0.00,0.00
1.571574,0.00,0.00,-0.00
1.581266,0.00,0.00,-0.00
1.591169,0.00,0.00,0.00
1.601967,0.00,0.00,0.00
1.611534,-0.00,0.00,0.00
1.621945,-0.00,0.00,0.00
1.631881,-0.00,0.00,-0.00
1.644192,-0.00,0.00,-0.00
1.651834,0.00,0.00,0.00
1.662224,0.00,0.00,0.00
1.672322,0.00,-0.00,0.00
1.682658,0.00,-0.00,0.00
1.692404,0.00,-0.00,0.00
1.702850,0.00,-0.00,0.00
1.713594,0.00,-0.00,-0.00
1.722774,0.00,-0.00,-0.00
1.745431,0.00,-0.00,0.00
1.746636,0.00,-0.00,0.00
1.753285,0.00,-0.00,-0.00
1.763224,0.00,-0.00,-0.00
1.773532,-0.00,0.00,-0.00
1.784185,-0.00,0.00,-0.00
1.793842,-0.00,-0.00,0.00
1.803739,-0.00,-0.00,0.00
1.814615,-0.00,0.00,0.00
1.824155,-0.00,0.00,0.00
1.838727,-0.00,-0.00,-0.00
1.844993,-0.00,-0.00,-0.00
1.859916,0.00,0.00,-0.00
1.865031,0.00,0.00,-0.00
1.874893,0.00,0.00,-0.00
1.884961,0.00,0.00,-0.00
1.894922,-0.00,-0.00,-0.00
1.904660,-0.00,-0.00,-0.00
1.915789,0.00,-0.00,-0.00
1.925367,0.00,-0.00,-0.00
1.945238,0.00,0.00,0.00
1.946121,0.00,0.00,0.00
1.955852,-0.00,-0.00,-0.00
1.967164,-0.00,-0.00,-0.00
1.976225,-0.00,0.00,0.00
1.986384,-0.00,0.00,0.00
1.997145,0.00,0.00,0.00
2.007021,0.00,0.00,0.00
2.022341,-0.00,0.00,-0.00
2.027472,-0.00,0.00,-0.00
2.043608,-0.00,0.00,-0.00
2.046756,-0.00,0.00,-0.00
2.057246,-0.00,0.00,-0.00
2.069468,-0.00,0.00,-0.00
2.077712,-0.00,-0.00,-0.00
2.087745,-0.00,-0.00,-0.00
2.097714,0.00,-0.00,-0.00
2.107561,0.00,-0.00,-0.00
2.121945,0.00,0.00,-0.00
2.127897,0.00,0.00,-0.00
2.143606,-0.00,-0.00,-0.00
2.148200,-0.00,-0.00,-0.00
2.159089,0.00,0.00,-0.00
2.168708,0.00,0.00,-0.00
2.179674,-0.00,0.00,-0.00
2.188929,-0.00,0.00,-0.00
2.199967,0.00,0.00,0.00
2.209019,0.00,0.00,0.00
2.220004,0.00,-0.00,-0.00
2.229748,0.00,-0.00,-0.00
2.239315,0.00,0.00,-0.00
2.261149,0.00,0.00,-0.00
2.262564,-0.00,-0.00,0.00
2.269615,-0.00,-0.00,0.00
2.280622,0.00,0.00,0.00
2.290384,0.00,0.00,0.00
2.300326,-0.00,0.00,-0.00
2.310691,-0.00,0.00,-0.00
2.322893,-0.00,0.00,-0.00
2.330864,-0.00,0.00,-0.00
2.344271,0.00,0.00,0.00
2.351706,0.00,0.00,0.00
2.361581,-0.00,-0.00,0.00
2.370980,-0.00,-0.00,0.00
2.381708,0.00,0.00,-0.00
2.391557,0.00,0.00,-0.00
2.402193,-0.00,0.00,-0.00
2.412450,-0.00,0.00,-0.00
2.422511,0.00,0.00,0.00
2.431808,0.00,0.00,0.00
2.445585,-0.00,0.00,-0.00
2.453363,-0.00,0.00,-0.00
2.463348,-0.00,-0.00,0.00
2.472252,-0.00,-0.00,0.00
2.483697,-0.00,0.00,0.00
2.492763,-0.00,0.00,0.00
