time,wx (rad/s),wy (rad/s),wz (rad/s)
0.001628,0.00,0.00,-0.00
0.010557,0.00,0.00,-0.00
0.030491,0.00,-0.00,-0.00
0.031306,0.00,-0.00,-0.00
0.041136,0.00,0.00,0.00
0.055269,0.00,0.00,0.00
0.062265,-0.00,-0.00,-0.00
0.074948,-0.00,-0.00,-0.00
0.081912,-0.00,-0.00,0.00
0.091897,-0.00,-0.00,0.00
0.102674,-0.00,0.00,0.00
0.112308,-0.00,0.00,0.00
0.123041,-0.00,0.00,0.00
0.132611,-0.00,0.00,0.00
0.146376,0.00,0.00,0.00
0.153262,0.00,0.00,0.00
0.162988,0.00,0.00,-0.00
0.173061,0.00,0.00,-0.00
0.183450,-0.00,-0.00,-0.00
0.193168,-0.00,-0.00,-0.00
0.203650,-0.00,-0.00,0.00
0.213471,-0.00,-0.00,0.00
0.223536,-0.00,-0.00,0.00
0.234069,-0.00,-0.00,0.00
0.247417,0.00,-0.00,0.00
0.254110,0.00,-0.00,0.00
0.264120,-0.00,-0.00,0.00
0.274508,-0.00,-0.00,0.00
0.286379,-0.00,0.00,0.00
0.294808,-0.00,0.00,0.00
0.304694,0.00,-0.00,0.00
0.315893,0.00,-0.00,0.00
0.325401,-0.00,0.00,-0.00
0.346495,-0.00,0.00,-0.00
0.347655,0.00,-0.00,-0.00
0.356059,0.00,-0.00,-0.00
0.365655,-0.00,-0.00,0.00
0.375756,-0.00,-0.00,0.00
0.386087,0.00,0.00,0.00
0.395938,0.00,0.00,0.00
0.406470,-0.00,-0.00,0.00
0.416904,-0.00,-0.00,0.00
0.426725,0.00,0.00,0.00
0.446383,0.00,0.00,0.00
0.447582,0.00,0.00,-0.00
0.456649,0.00,0.00,-0.00
0.467096,0.00,-0.00,0.00
0.476617,0.00,-0.00,0.00
0.487241,0.00,-0.00,-0.00
0.497440,0.00,-0.00,-0.00
0.507458,-0.00,0.00,-0.00
0.518476,-0.00,0.00,-0.00
0.528334,-0.00,0.00,-0.00
0.547643,-0.00,0.00,-0.00
0.548788,0.00,-0.00,0.00
0.558619,0.00,-0.00,0.00
0.568092,0.00,-0.00,-0.00
0.578227,0.00,-0.00,-0.00
0.588367,0.00,0.00,0.00
0.599233,0.00,0.00,0.00
0.608609,-0.00,0.00,0.00
0.630321,-0.00,0.00,0.00
0.631395,-0.00,0.00,-0.00
0.639119,-0.00,0.00,-0.00
0.649179,-0.00,-0.00,-0.00
0.659679,-0.00,-0.00,-0.00
0.669592,0.00,-0.00,0.00
0.680266,0.00,-0.00,0.00
0.689753,0.00,-0.00,0.00
0.700338,0.00,-0.00,0.00
0.710514,0.00,0.00,-0.00
0.729455,0.00,0.00,-0.00
0.730907,-0.00,0.00,-0.00
0.740212,-0.00,0.00,-0.00
0.750497,0.00,-0.00,0.00
0.760278,0.00,-0.00,0.00
0.770734,-0.00,0.00,0.00
0.780833,-0.00,0.00,0.00
0.790745,-0.00,-0.00,-0.00
0.802167,-0.00,-0.00,-0.00
0.812001,-0.00,-0.00,-0.00
0.821736,-0.00,-0.00,-0.00
0.831842,0.00,0.00,-0.00
0.847253,0.00,0.00,-0.00
0.852836,0.00,0.00,-0.00
0.862287,0.00,0.00,-0.00
0.876280,0.00,-0.00,-0.00
