time,wx (rad/s),wy (rad/s),wz (rad/s)
0.001689,0.00,-0.00,-0.03
0.012872,0.01,-0.00,0.03
0.030140,0.01,-0.00,0.03
0.031972,0.02,-0.01,0.08
0.041943,0.02,-0.01,0.08
0.053999,0.02,-0.02,0.09
0.062555,0.02,-0.02,0.09
0.072315,0.01,-0.02,0.07
0.082357,0.01,-0.02,0.07
0.092848,0.00,-0.03,0.03
0.102486,0.00,-0.03,0.03
0.113295,-0.00,-0.03,-0.01
0.123339,-0.00,-0.03,-0.01
0.133191,-0.00,-0.02,-0.02
0.143283,-0.00,-0.02,-0.02
0.161392,-0.00,-0.01,0.00
0.163627,-0.00,-0.01,0.00
0.174009,-0.01,0.00,0.01
0.184918,-0.01,0.00,0.01
0.193943,-0.01,0.01,-0.01
0.204246,-0.01,0.01,-0.01
0.214565,-0.02,0.02,-0.02
0.224671,-0.02,0.02,-0.02
0.234833,-0.03,0.03,-0.01
0.244491,-0.03,0.03,-0.01
0.254655,-0.02,0.04,0.01
0.264783,-0.02,0.04,0.01
0.278327,-0.02,0.02,0.01
0.285602,-0.02,0.02,0.01
0.295609,-0.01,0.01,-0.01
0.305201,-0.01,0.01,-0.01
0.315538,-0.01,0.00,-0.02
0.325663,-0.01,0.00,-0.02
0.335943,-0.00,0.00,-0.01
0.346064,-0.00,0.00,-0.01
0.361787,-0.00,0.00,-0.00
0.366286,-0.00,0.00,-0.00
0.377108,-0.00,0.00,-0.00
0.386754,-0.00,0.00,-0.00
0.396968,-0.00,0.01,-0.01
0.406653,-0.00,0.01,-0.01
0.417119,-0.00,0.01,-0.02
0.427084,-0.00,0.01,-0.02
0.438125,0.00,0.00,-0.00
0.447892,0.00,0.00,-0.00
0.460687,0.00,0.00,-0.00
0.468656,0.00,0.00,-0.00
0.478142,-0.00,0.00,-0.00
0.487926,-0.00,0.00,-0.00
0.497987,0.00,-0.00,0.00
0.507976,0.00,-0.00,0.00
0.519072,-0.00,0.00,-0.00
0.528397,-0.00,0.00,-0.00
0.539756,-0.00,0.00,0.00
0.549555,-0.00,0.00,0.00
0.561941,-0.00,-0.00,-0.00
0.569408,-0.00,-0.00,-0.00
0.578999,0.00,0.00,0.00
0.589509,0.00,0.00,0.00
0.599959,0.00,0.00,-0.00
0.609308,0.00,0.00,-0.00
0.619724,0.00,-0.00,-0.00
0.629629,0.00,-0.00,-0.00
0.640335,0.00,0.00,0.00
0.662873,0.00,0.00,0.00
0.664297,-0.00,0.00,-0.00
0.670220,-0.00,0.00,-0.00
0.680764,-0.00,0.00,0.00
0.690566,-0.00,0.00,0.00
0.702074,-0.00,0.00,0.00
0.710945,-0.00,0.00,0.00
0.721938,0.00,-0.00,0.00
0.731426,0.00,-0.00,0.00
0.741609,-0.00,-0.00,0.00
0.761869,-0.00,-0.00,0.00
0.762996,0.00,0.00,0.00
0.771780,0.00,0.00,0.00
0.781808,0.00,0.00,0.00
0.791689,0.00,0.00,0.00
0.802121,0.00,-0.00,-0.00
0.812115,0.00,-0.00,-0.00
0.822085,0.00,0.00,0.00
0.832379,0.00,0.00,0.00
0.842489,0.00,0.00,-0.00
0.856168,0.00,0.00,-0.00
0.863225,-0.00,0.00,0.00
0.873345,-0.00,0.00,0.00
0.883263,0.00,0.00,-0.00
0.893849,0.00,0.00,-0.00
0.903384,0.00,0.00,-0.00
0.914145,0.00,0.00,-0.00
0.923373,-0.00,-0.00,-0.00
0.934477,-0.00,-0.00,-0.00
0.944478,0.00,0.00,0.00
0.955155,0.00,0.00,0.00
0.964837,-0.00,0.00,-0.00
0.974057,-0.00,0.00,-0.00
0.984830,-0.00,-0.00,0.00
0.994712,-0.00,-0.00,0.00
1.005144,0.00,-0.00,-0.00
1.014876,0.00,-0.00,-0.00
1.025042,-0.00,-0.00,-0.00
1.034766,-0.00,-0.00,-0.00
1.045619,0.00,-0.00,-0.00
1.055322,0.00,-0.00,-0.00
1.066340,-0.00,-0.00,0.00
1.075377,-0.00,-0.00,0.00
1.085828,-0.00,0.00,-0.00
1.095939,-0.00,0.00,-0.00
1.106453,0.00,-0.00,0.00
1.116172,0.00,-0.00,0.00
1.126255,-0.00,0.00,0.00
1.136962,-0.00,0.00,0.00
1.147608,-0.00,-0.00,0.00
1.156801,-0.00,-0.00,0.00
1.168779,0.00,-0.00,0.00
1.177326,0.00,-0.00,0.00
1.187755,0.00,-0.00,0.00
1.197636,0.00,-0.00,0.00
1.207816,0.00,0.00,0.00
1.218187,0.00,0.00,0.00
1.227818,-0.00,0.00,0.00
1.238225,-0.00,0.00,0.00
1.248354,0.00,-0.00,-0.00
1.258411,0.00,-0.00,-0.00
1.268273,0.00,0.00,0.00
1.278355,0.00,0.00,0.00
1.288399,0.00,0.00,-0.00
1.298850,0.00,0.00,-0.00
1.309068,-0.00,-0.00,0.00
1.318947,-0.00,-0.00,0.00
1.329229,-0.00,-0.00,0.00
1.338840,-0.00,-0.00,0.00
1.349272,0.00,0.00,-0.00
1.359475,0.00,0.00,-0.00
1.369614,-0.00,-0.00,-0.00
1.380266,-0.00,-0.00,-0.00
1.390091,0.00,0.00,-0.00
1.401121,0.00,0.00,-0.00
1.410111,-0.00,-0.00,-0.00
1.419805,-0.00,-0.00,-0.00
1.430698,-0.00,-0.00,0.00
1.440398,-0.00,-0.00,0.00
1.454417,-0.00,-0.00,-0.00
1.461196,-0.00,-0.00,-0.00
1.470908,-0.00,0.00,0.00
1.480938,-0.00,0.00,0.00
1.491035,-0.00,0.00,-0.00
1.501369,-0.00,0.00,-0.00
1.511434,0.00,-0.00,-0.00
1.522042,0.00,-0.00,-0.00
1.532128,0.00,-0.00,0.00
1.541853,0.00,-0.00,0.00
1.556060,0.00,0.00,-0.00
1.562148,0.00,0.00,-0.00
1.572028,0.00,-0.00,-0.00
1.582776,0.00,-0.00,-0.00
1.592444,-0.00,-0.00,-0.00
1.602430,-0.00,-0.00,-0.00
1.613691,0.00,0.00,0.00
1.622864,0.00,0.00,0.00
1.634419,-0.00,-0.00,-0.00
1.642700,-0.00,-0.00,-0.00
1.653953,-0.00,0.00,0.00
1.663846,-0.00,0.00,0.00
1.673894,-0.00,0.00,-0.00
1.684548,-0.00,0.00,-0.00
1.694004,-0.00,-0.00,0.00
1.703935,-0.00,-0.00,0.00
1.714590,0.00,-0.00,0.00
1.724545,0.00,-0.00,0.00
1.734516,0.00,-0.00,0.00
1.745034,0.00,-0.00,0.00
1.754460,-0.00,0.00,0.00
1.765208,-0.00,0.00,0.00
1.774460,0.00,0.00,-0.00
1.785601,0.00,0.00,-0.00
1.794997,0.00,-0.00,0.00
1.805599,0.00,-0.00,0.00
1.815717,-0.00,-0.00,-0.00
1.825794,-0.00,-0.00,-0.00
1.835867,0.00,-0.00,-0.00
1.845869,0.00,-0.00,-0.00
1.855933,0.00,-0.00,-0.00
1.866234,0.00,-0.00,-0.00
1.876311,-0.00,0.00,-0.00
1.886427,-0.00,0.00,-0.00
1.896691,-0.00,-0.00,-0.00
1.906537,-0.00,-0.00,-0.00
1.918004,0.00,-0.00,0.00
1.927018,0.00,-0.00,0.00
1.937482,-0.00,0.00,0.00
1.946943,-0.00,0.00,0.00
1.957544,0.00,-0.00,0.00
1.972459,0.00,-0.00,0.00
1.977641,-0.00,-0.00,0.00
1.987622,-0.00,-0.00,0.00
1.998835,-0.00,0.00,-0.00
2.008253,-0.00,0.00,-0.00
2.018373,0.00,0.00,-0.00
2.028148,0.00,0.00,-0.00
2.038068,0.00,-0.00,0.00
2.048374,0.00,-0.00,0.00
2.058939,-0.00,-0.00,0.00
2.074265,-0.00,-0.00,0.00
2.079069,-0.00,-0.00,-0.00
2.088909,-0.00,-0.00,-0.00
2.099300,0.00,0.00,0.00
2.109195,0.00,0.00,0.00
2.119035,0.00,-0.00,0.00
2.129333,0.00,-0.00,0.00
2.139862,-0.00,-0.00,-0.00
2.155112,-0.00,-0.00,-0.00
2.159813,-0.00,0.00,0.00
2.170050,-0.00,0.00,0.00
2.180203,-0.00,0.00,-0.00
2.190029,-0.00,0.00,-0.00
2.201997,-0.00,0.00,0.00
2.210662,-0.00,0.00,0.00
2.221371,0.00,-0.00,-0.00
2.231317,0.00,-0.00,-0.00
2.240994,-0.00,-0.00,-0.00
2.256503,-0.00,-0.00,-0.00
2.261886,0.00,0.00,0.00
2.271202,0.00,0.00,0.00
2.281846,-0.00,0.00,0.00
2.291161,-0.00,0.00,0.00
2.301564,0.00,0.00,-0.00
2.311720,0.00,0.00,-0.00
2.322471,0.00,-0.00,0.00
2.332515,0.00,-0.00,0.00
2.342572,-0.00,-0.00,0.00
2.354528,-0.00,-0.00,0.00
2.362433,0.00,-0.00,-0.00
2.372605,0.00,-0.00,-0.00
2.384386,0.00,0.00,-0.00
2.393303,0.00,0.00,-0.00
2.403331,-0.00,0.00,-0.00
2.413681,-0.00,0.00,-0.00
2.423484,-0.00,0.00,-0.00
2.434329,-0.00,0.00,-0.00
2.443838,-0.00,0.00,-0.00
2.454237,-0.00,0.00,-0.00
2.464899,-0.00,-0.00,-0.00
2.474210,-0.00,-0.00,-0.00
2.484263,0.00,0.00,-0.00
2.494032,0.00,0.00,-0.00
2.504736,0.00,-0.00,0.00
2.514684,0.00,-0.00,0.00
2.524866,0.00,-0.00,-0.00
2.534252,0.00,-0.00,-0.00
2.545858,0.00,0.00,-0.00
2.555358,0.00,0.00,-0.00
2.566253,0.00,-0.00,-0.00
2.575237,0.00,-0.00,-0.00
2.585693,-0.00,-0.00,-0.00
2.595781,-0.00,-0.00,-0.00
2.606161,-0.00,-0.00,0.00
2.615964,-0.00,-0.00,0.00
2.625837,-0.00,-0.00,0.00
2.635874,-0.00,-0.00,0.00
2.646473,0.00,0.00,-0.00
2.656326,0.00,0.00,-0.00
2.670959,-0.00,0.00,-0.00
2.676407,-0.00,0.00,-0.00
2.686970,-0.00,-0.00,-0.00
2.697178,-0.00,-0.00,-0.00
2.707073,0.00,-0.00,-0.00
2.717354,0.00,-0.00,-0.00
2.727347,-0.00,0.00,0.00
2.737181,-0.00,0.00,0.00
2.747803,0.00,0.00,-0.00
2.757674,0.00,0.00,-0.00
2.771219,0.00,0.00,-0.00
2.778115,0.00,0.00,-0.00
2.788024,0.00,0.00,0.00
2.798020,0.00,0.00,0.00
2.808416,0.00,-0.00,0.00
2.818457,0.00,-0.00,0.00
2.828993,-0.00,0.00,0.00
2.839172,-0.00,0.00,0.00
2.850999,0.00,0.00,-0.00
2.858889,0.00,0.00,-0.00
2.869913,-0.00,0.00,-0.00
2.879215,-0.00,0.00,-0.00
2.889536,0.00,0.00,0.00
2.901032,0.00,0.00,0.00
2.910216,-0.00,0.00,0.00
2.919615,-0.00,0.00,0.00
2.930066,-0.00,-0.00,0.00
2.939813,-0.00,-0.00,0.00
2.951187,0.00,-0.00,-0.00
2.960658,0.00,-0.00,-0.00
2.970528,-0.00,-0.00,-0.00
2.981021,-0.00,-0.00,-0.00
2.991123,0.00,0.00,0.00
3.000654,0.00,0.00,0.00
3.010749,-0.00,-0.00,-0.00
3.021523,-0.00,-0.00,-0.00
3.030862,0.00,-0.00,-0.00
3.041959,0.00,-0.00,-0.00
3.051169,-0.00,-0.00,0.00
3.061357,-0.00,-0.00,0.00
3.071767,0.00,0.00,-0.00
3.083768,0.00,0.00,-0.00
3.092714,0.00,-0.00,-0.00
3.101861,0.00,-0.00,-0.00
3.112283,0.00,0.00,-0.00
3.122651,0.00,0.00,-0.00
3.133979,0.00,0.00,0.00
3.142581,0.00,0.00,0.00
3.153296,-0.00,-0.00,-0.00
3.163677,-0.00,-0.00,-0.00
3.173539,-0.00,-0.00,0.00
3.185212,-0.00,-0.00,0.00
3.194108,0.00,-0.00,-0.00
3.203242,0.00,-0.00,-0.00
3.213552,0.00,-0.00,0.00
3.223431,0.00,-0.00,0.00
3.234681,0.00,-0.00,-0.00
3.244904,0.00,-0.00,-0.00
3.254196,0.00,0.00,-0.00
3.264489,0.00,0.00,-0.00
3.275019,-0.00,-0.00,0.00
3.284735,-0.00,-0.00,0.00
3.294669,-0.00,-0.00,-0.00
3.304761,-0.00,-0.00,-0.00
3.314774,0.00,-0.00,-0.00
3.324902,0.00,-0.00,-0.00
3.335756,0.00,0.00,-0.00
3.346399,0.00,0.00,-0.00
3.355634,0.00,0.00,-0.00
