time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002116,-0.0140,0.0377,-0.1886,0.193
0.010855,-0.0163,0.0355,-0.1949,0.199
0.021573,-0.0186,0.0336,-0.2019,0.206
0.030814,-0.0199,0.0323,-0.2073,0.211
0.040717,-0.0217,0.0312,-0.2125,0.216
0.052290,-0.0222,0.0311,-0.2167,0.220
0.062675,-0.0225,0.0315,-0.2208,0.224
0.070860,-0.0220,0.0305,-0.2251,0.228
0.080854,-0.0217,0.0295,-0.2284,0.231
0.091450,-0.0218,0.0282,-0.2317,0.234
0.101444,-0.0221,0.0282,-0.2331,0.236
0.111713,-0.0233,0.0272,-0.2334,0.236
0.121649,-0.0229,0.0274,-0.2340,0.237
0.131902,-0.0228,0.0268,-0.2360,0.239
0.143933,-0.0220,0.0262,-0.2374,0.240
0.152299,-0.0200,0.0250,-0.2399,0.242
0.162455,-0.0183,0.0244,-0.2433,0.245
0.172501,-0.0156,0.0228,-0.2450,0.247
0.183531,-0.0127,0.0209,-0.2454,0.247
0.192543,-0.0105,0.0190,-0.2474,0.248
0.203394,-0.0084,0.0173,-0.2488,0.250
0.213064,-0.0059,0.0164,-0.2491,0.250
0.223165,-0.0033,0.0162,-0.2477,0.248
0.244204,-0.0007,0.0155,-0.2476,0.248
0.245092,0.0026,0.0147,-0.2461,0.247
0.253277,0.0056,0.0128,-0.2441,0.244
0.264258,0.0081,0.0105,-0.2404,0.241
0.274097,0.0095,0.0094,-0.2342,0.235
0.284816,0.0114,0.0089,-0.2295,0.230
0.294495,0.0120,0.0084,-0.2251,0.226
0.304137,0.0132,0.0065,-0.2226,0.223
0.314409,0.0157,0.0048,-0.2218,0.222
0.324810,0.0175,0.0037,-0.2199,0.221
0.344554,0.0184,0.0034,-0.2173,0.218
0.345870,0.0183,0.0038,-0.2149,0.216
0.354922,0.0186,0.0043,-0.2121,0.213
0.368094,0.0191,0.0049,-0.2099,0.211
0.375195,0.0186,0.0062,-0.2082,0.209
0.385202,0.0193,0.0087,-0.2076,0.209
0.395609,0.0189,0.0114,-0.2064,0.208
0.405359,0.0180,0.0128,-0.2054,0.207
0.417381,0.0166,0.0134,-0.2053,0.206
0.425744,0.0159,0.0125,-0.2060,0.207
0.436415,0.0140,0.0116,-0.2055,0.206
0.446250,0.0116,0.0112,-0.2059,0.207
0.456397,0.0085,0.0125,-0.2077,0.208
0.467021,0.0054,0.0134,-0.2108,0.211
0.476390,0.0037,0.0134,-0.2159,0.216
0.486879,0.0015,0.0134,-0.2193,0.220
0.496871,0.0002,0.0133,-0.2221,0.222
0.507384,-0.0020,0.0136,-0.2243,0.225
0.518058,-0.0050,0.0157,-0.2263,0.227
0.527333,-0.0081,0.0169,-0.2281,0.229
0.537092,-0.0097,0.0180,-0.2307,0.232
0.547706,-0.0117,0.0177,-0.2334,0.234
0.560714,-0.0146,0.0175,-0.2367,0.238
0.567703,-0.0167,0.0169,-0.2394,0.241
0.578178,-0.0189,0.0172,-0.2420,0.243
0.587957,-0.0222,0.0161,-0.2444,0.246
0.598582,-0.0243,0.0150,-0.2461,0.248
0.608433,-0.0255,0.0139,-0.2471,0.249
0.618507,-0.0269,0.0138,-0.2478,0.250
0.628955,-0.0281,0.0152,-0.2488,0.251
0.639071,-0.0276,0.0165,-0.2501,0.252
0.648842,-0.0269,0.0170,-0.2524,0.254
0.661443,-0.0251,0.0160,-0.2549,0.257
0.668909,-0.0224,0.0154,-0.2569,0.258
0.679436,-0.0218,0.0150,-0.2583,0.260
0.689076,-0.0205,0.0141,-0.2606,0.262
0.700515,-0.0199,0.0136,-0.2627,0.264
0.709431,-0.0177,0.0137,-0.2633,0.264
0.719815,-0.0156,0.0120,-0.2635,0.264
0.729821,-0.0144,0.0094,-0.2646,0.265
0.740165,-0.0139,0.0066,-0.2651,0.266
0.761226,-0.0130,0.0043,-0.2657,0.266
0.762268,-0.0125,0.0034,-0.2663,0.267
0.770510,-0.0117,0.0016,-0.2671,0.267
0.780552,-0.0112,-0.0015,-0.2682,0.268
0.790602,-0.0093,-0.0032,-0.2680,0.268
0.801091,-0.0068,-0.0043,-0.2686,0.269
0.811012,-0.0041,-0.0051,-0.2702,0.270
0.820729,-0.0007,-0.0058,-0.2722,0.272
0.831079,0.0027,-0.0062,-0.2741,0.274
0.841096,0.0050,-0.0062,-0.2757,0.276
0.854595,0.0063,-0.0047,-0.2767,0.277
0.861463,0.0062,-0.0018,-0.2760,0.276
0.871847,0.0052,0.0006,-0.2767,0.277
0.881689,0.0045,0.0029,-0.2771,0.277
0.891769,0.0025,0.0052,-0.2774,0.277
0.902675,0.0021,0.0073,-0.2794,0.279
0.912386,0.0006,0.0080,-0.2810,0.281
0.922132,-0.0014,0.0091,-0.2814,0.282
0.938007,-0.0024,0.0112,-0.2822,0.282
0.943020,-0.0039,0.0138,-0.2818,0.282
0.952638,-0.0041,0.0161,-0.2823,0.283
0.962715,-0.0045,0.0166,-0.2815,0.282
0.972732,-0.0040,0.0181,-0.2799,0.281
0.983654,-0.0031,0.0201,-0.2783,0.279
0.993531,-0.0024,0.0210,-0.2774,0.278
1.003378,-0.0018,0.0218,-0.2765,0.277
1.013795,-0.0024,0.0229,-0.2749,0.276
1.023426,-0.0040,0.0231,-0.2725,0.274
1.037605,-0.0066,0.0226,-0.2699,0.271
